Estado;Regiao;Municipio;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_Presencial;DPU_Remoto
MINAS GERAIS;SUDESTE;ANTONIO CARLOS_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;APERIBE_RJ;ITAPERUNA;NAO;NAO;NAO
SANTA CATARINA;SUL;CURITIBANOS_SC;CACADOR;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PIEDADE DO RIO GRANDE_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LEANDRO FERREIRA_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MINDURI_MG;LAVRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMACHO_MG;DIVINOPOLIS;NAO;NAO;NAO
SAO PAULO;SUDESTE;IPERO_SP;NAO POSSUI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;RIBEIRAO VERMELHO_MG;LAVRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMPINA VERDE_MG;ITUIUTABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ALTO ALEGRE_SP;ARACATUBA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;VISTA GAUCHA_RS;URUGUAIANA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SUD MENNUCCI_SP;ANDRADINA;NAO;NAO;NAO
SANTA CATARINA;SUL;RIO RUFINO_SC;LAGES;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;AGUA COMPRIDA_MG;UBERABA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;NOVA SANTA HELENA_MT;SINOP;NAO;NAO;NAO
SAO PAULO;SUDESTE;BERNARDINO DE CAMPOS_SP;OURINHOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IPUIUNA_MG;POCOS DE CALDAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CURVELO_MG;SETE LAGOAS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;PORANGATU_GO;URUACU;NAO;NAO;NAO
SAO PAULO;SUDESTE;CONCHAS_SP;BOTUCATU;NAO;NAO;NAO
SAO PAULO;SUDESTE;BORA_SP;ASSIS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;BARROS CASSAL_RS;CACHOEIRA DO SUL;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;RIOZINHO_RS;PELOTAS;NAO;NAO;NAO
PARANA;SUL;SANTO ANTONIO DA PLATINA_PR;JACAREZINHO;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;CORDEIRO_RJ;NOVA FRIBURGO;NAO;NAO;NAO
SAO PAULO;SUDESTE;ITAPORANGA_SP;ITAPEVA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMBUQUIRA_MG;VARGINHA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CARMO DA MATA_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO ROQUE DE MINAS_MG;PASSOS;NAO;NAO;NAO
PARANA;SUL;ITAMBARACA_PR;JACAREZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;PATROCINIO PAULISTA_SP;FRANCA;NAO;NAO;NAO
ESPIRITO SANTO;SUDESTE;RIO NOVO DO SUL_ES;CACHOEIRO DE ITAPEMIRIM;NAO;NAO;NAO
SANTA CATARINA;SUL;CAPAO ALTO_SC;LAGES;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IPABA_MG;IPATINGA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;NOVA HARTZ_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;QUERENCIA_MT;GARCAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SERRANIA_MG;VARGINHA;NAO;NAO;NAO
PARANA;SUL;CONSELHEIRO MAIRINCK_PR;JACAREZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;MIRASSOLANDIA_SP;RIO PRETO;NAO;NAO;NAO
SAO PAULO;SUDESTE;IGARACU DO TIETE_SP;JAU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PARAOPEBA_MG;SETE LAGOAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;IBATE_SP;SAO CARLOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO VICENTE DE MINAS_MG;LAVRAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;CHARQUEADA_SP;PIRACICABA;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;SAO JOSE DO VALE DO RIO PRETO_RJ;TERESOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ABADIA DOS DOURADOS_MG;PATOS DE MINAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LAGOA DOURADA_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CARMO DA CACHOEIRA_MG;VARGINHA;NAO;NAO;NAO
PARANA;SUL;PARANAPOEMA_PR;MARINGA;NAO;NAO;NAO
PARANA;SUL;SAO MANOEL DO PARANA_PR;MARINGA;NAO;NAO;NAO
SANTA CATARINA;SUL;JARDINOPOLIS_SC;CHAPECO;NAO;NAO;NAO
PARANA;SUL;RANCHO ALEGRE D'OESTE_PR;CAMPO MOURAO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CAPAO DO CIPO_RS;CARAZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTO EXPEDITO_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
PARANA;SUL;ENEAS MARQUES_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ITUTINGA_MG;LAVRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MACHADO_MG;POCOS DE CALDAS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;CANARANA_MT;GARCAS;NAO;NAO;NAO
PARANA;SUL;NOVA ESPERANCA DO SUDOESTE_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
PARANA;SUL;QUARTO CENTENARIO_PR;CAMPO MOURAO;NAO;NAO;NAO
SAO PAULO;SUDESTE;PRESIDENTE ALVES_SP;BAURU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTA VITORIA_MG;ITUIUTABA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;TRINDADE DO SUL_RS;SANTIAGO;NAO;NAO;NAO
SANTA CATARINA;SUL;CORREIA PINTO_SC;LAGES;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ALVINOPOLIS_MG;PONTE NOVA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;POUSO NOVO_RS;PASSO FUNDO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CABO VERDE_MG;POCOS DE CALDAS;NAO;NAO;NAO
PARANA;SUL;MAMBORE_PR;CAMPO MOURAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MORADA NOVA DE MINAS_MG;SETE LAGOAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;IEPE_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PITANGUI_MG;DIVINOPOLIS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;RODEIO BONITO_RS;PORTO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;CASTILHO_SP;ANDRADINA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DELFINOPOLIS_MG;PASSOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;NOVA GUATAPORANGA_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;ITAPEVI_SP;BARUERI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ARCOS_MG;DIVINOPOLIS;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;SAO FIDELIS_RJ;CAMPOS DOS GOYTACAZES;NAO;NAO;NAO
SAO PAULO;SUDESTE;RIBEIRAO DOS INDIOS_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
ESPIRITO SANTO;SUDESTE;VARGEM ALTA_ES;CACHOEIRO DE ITAPEMIRIM;NAO;NAO;NAO
PARANA;SUL;JURANDA_PR;CAMPO MOURAO;NAO;NAO;NAO
PARANA;SUL;UNIFLOR_PR;MARINGA;NAO;NAO;NAO
PARANA;SUL;FAROL_PR;CAMPO MOURAO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;FORQUETINHA_RS;ERECHIM;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;ITAPACI_GO;URUACU;NAO;NAO;NAO
SANTA CATARINA;SUL;SAO CRISTOVAO DO SUL_SC;CACADOR;NAO;NAO;NAO
PARANA;SUL;NOVA ALIANCA DO IVAI_PR;PARANAVAI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TRES MARIAS_MG;SETE LAGOAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;GUARACAI_SP;ANDRADINA;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;SANTO ANTONIO DE PADUA_RJ;ITAPERUNA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SAGRES_SP;NAO POSSUI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ALBERTINA_MG;POUSO ALEGRE;NAO;NAO;NAO
TOCANTINS;NORTE;ARAGUAINA_TO;ARAGUAINA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ESPUMOSO_RS;ERECHIM;NAO;NAO;NAO
PARANA;SUL;SAO JORGE DO PATROCINIO_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
SAO PAULO;SUDESTE;CORONEL MACEDO_SP;ITAPEVA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DOM VICOSO_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ITAGUARA_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;RIO PARANAIBA_MG;PATOS DE MINAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SACRAMENTO_MG;UBERABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;QUELUZ_SP;GUARATINGUETA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;TORRES_RS;SANTANA DO LIVRAMENTO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BUENO BRANDAO_MG;POUSO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;PARDINHO_SP;BOTUCATU;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ARARICA_RS;BENTO GONCALVES;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PALMITINHO_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;ITAOCARA_RJ;CAMPOS DOS GOYTACAZES;NAO;NAO;NAO
PARANA;SUL;SABAUDIA_PR;MARINGA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO JOSE DO INHACORA_RS;SANTA CRUZ DO SUL;NAO;NAO;NAO
SANTA CATARINA;SUL;SAO MIGUEL DA BOA VISTA_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
PARANA;SUL;SANTA TEREZINHA DE ITAIPU_PR;JACAREZINHO;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;PARANAITA_MT;SINOP;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;TAQUARI_RS;SANTA ROSA;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;MACAE_RJ;MACAE;NAO;NAO;NAO
PARANA;SUL;SAO PEDRO DO PARANA_PR;PARANAVAI;NAO;NAO;NAO
SAO PAULO;SUDESTE;JOANOPOLIS_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ROCA SALES_RS;PORTO ALEGRE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PIRAPO_RS;PASSO FUNDO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BOTELHOS_MG;POCOS DE CALDAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;POLONI_SP;RIO PRETO;NAO;NAO;NAO
SAO PAULO;SUDESTE;LARANJAL PAULISTA_SP;PIRACICABA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ENTRE RIOS DE MINAS_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
PARANA;SUL;NOVA LONDRINA_PR;PARANAVAI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO DOMINGOS DO PRATA_MG;IPATINGA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;NOVO XINGU_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
PARANA;SUL;ANGULO_PR;MARINGA;NAO;NAO;NAO
SAO PAULO;SUDESTE;LINDOIA_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
SANTA CATARINA;SUL;VARGEAO_SC;CONCORDIA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CARMO DE MINAS_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;VISCONDE DO RIO BRANCO_MG;VICOSA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;VITORIA DAS MISSOES_RS;SANTO ANGELO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DIVISA NOVA_MG;POCOS DE CALDAS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;SAO FELIX DO ARAGUAIA_MT;GARCAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;TAMBAU_SP;SAO CARLOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IBITURUNA_MG;LAVRAS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CARAA_RS;CARAZINHO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IJACI_MG;LAVRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PERDIZES_MG;UBERABA;NAO;NAO;NAO
PARANA;SUL;SALTO DO LONTRA_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
SAO PAULO;SUDESTE;CARAGUATATUBA_SP;CARAGUATATUBA;NAO;NAO;NAO
PARANA;SUL;ANDIRA_PR;JACAREZINHO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TIRADENTES_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAPINOPOLIS_MG;ITUIUTABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;GUARA_SP;FRANCA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BAEPENDI_MG;VARGINHA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTA JULIANA_MG;UBERABA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;HERVEIRAS_RS;GRAVATAI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CENTRALINA_MG;ITUIUTABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;JAMBEIRO_SP;TAUBATE;NAO;NAO;NAO
PARANA;SUL;TUNEIRAS DO OESTE_PR;CAMPO MOURAO;NAO;NAO;NAO
SAO PAULO;SUDESTE;MORUNGABA_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IBIA_MG;UBERABA;NAO;NAO;NAO
SANTA CATARINA;SUL;IRINEOPOLIS_SC;CACADOR;NAO;NAO;NAO
SAO PAULO;SUDESTE;IACANGA_SP;BAURU;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PASSO FUNDO_RS;PASSO FUNDO;NAO;NAO;NAO
PARANA;SUL;CARLOPOLIS_PR;JACAREZINHO;NAO;NAO;NAO
PARANA;SUL;SAO JOSE DA BOA VISTA_PR;JACAREZINHO;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;SANTA CARMEM_MT;SINOP;NAO;NAO;NAO
SAO PAULO;SUDESTE;ALFREDO MARCONDES_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BORDA DA MATA_MG;POUSO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;TURIUBA_SP;ARACATUBA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;FLORIANO PEIXOTO_RS;ERECHIM;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BOM DESPACHO_MG;DIVINOPOLIS;NAO;NAO;NAO
SANTA CATARINA;SUL;BELMONTE_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTA ADELIA_SP;CATANDUVA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ALVARO DE CARVALHO_SP;MARILIA;NAO;NAO;NAO
SANTA CATARINA;SUL;XAXIM_SC;CHAPECO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;FLORESTAL_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MONTE SANTO DE MINAS_MG;SAO SEBASTIAO DO PARAISO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DORESOPOLIS_MG;PASSOS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;AGUA BOA_MT;GARCAS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SANTA CECILIA DO SUL_RS;PORTO ALEGRE;NAO;NAO;NAO
SANTA CATARINA;SUL;PAIAL_SC;CHAPECO;NAO;NAO;NAO
SAO PAULO;SUDESTE;SAO JOAO DO PAU D'ALHO_SP;ANDRADINA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTANA DO PARAISO_MG;IPATINGA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ICEM_SP;RIO PRETO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CACAPAVA DO SUL_RS;CAPAO DA CANOA;NAO;NAO;NAO
PARANA;SUL;PAULO FRONTIN_PR;UNIAO DA VITORIA;NAO;NAO;NAO
PARANA;SUL;SAO JOAO DO TRIUNFO_PR;UNIAO DA VITORIA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;SANTA HELENA DE GOIAS_GO;RIO VERDE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO MIGUEL DAS MISSOES_RS;SANTA MARIA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SALMOURAO_SP;TUPA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO FRANCISCO DE ASSIS_RS;PORTO ALEGRE;NAO;NAO;NAO
ESPIRITO SANTO;SUDESTE;SERRA_ES;SERRA;NAO;NAO;NAO
SANTA CATARINA;SUL;SUL BRASIL_SC;CHAPECO;NAO;NAO;NAO
SAO PAULO;SUDESTE;MARINOPOLIS_SP;NAO POSSUI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BELA VISTA DE MINAS_MG;IPATINGA;NAO;NAO;NAO
PARANA;SUL;SIQUEIRA CAMPOS_PR;JACAREZINHO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PIRAJUBA_MG;UBERABA;NAO;NAO;NAO
PARANA;SUL;JACAREZINHO_PR;JACAREZINHO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO GABRIEL_RS;PORTO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MARIANA_MG;PONTE NOVA;NAO;NAO;NAO
SAO PAULO;SUDESTE;PIRAJUI_SP;BAURU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PIUMHI_MG;PASSOS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ANDRE DA ROCHA_RS;BENTO GONCALVES;NAO;NAO;NAO
SAO PAULO;SUDESTE;RIFAINA_SP;FRANCA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SOCORRO_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
PARANA;SUL;ENGENHEIRO BELTRAO_PR;CAMPO MOURAO;NAO;NAO;NAO
SAO PAULO;SUDESTE;ANGATUBA_SP;ITAPEVA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ROQUE GONZALES_RS;PORTO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MONTE BELO_MG;SAO SEBASTIAO DO PARAISO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CALDAS_MG;POCOS DE CALDAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PRESIDENTE OLEGARIO_MG;PATOS DE MINAS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CACHOEIRA DO SUL_RS;CAPAO DA CANOA;NAO;NAO;NAO
PARANA;SUL;ABATIA_PR;JACAREZINHO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;LAGOA VERMELHA_RS;LAJEADO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CANELA_RS;CARAZINHO;NAO;NAO;NAO
PARANA;SUL;RENASCENCA_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SANTO ANTONIO DA PATRULHA_RS;PORTO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;MOTUCA_SP;ARARAQUARA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ITAMONTE_MG;POUSO ALEGRE;NAO;NAO;NAO
SANTA CATARINA;SUL;IRACEMINHA_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;MATUPA_MT;SINOP;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PRATAPOLIS_MG;PASSOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;PALMITAL_SP;OURINHOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;BADY BASSITT_SP;RIO PRETO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CANUDOS DO VALE_RS;CARAZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;IACRI_SP;TUPA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTO ANTONIO DO PINHAL_SP;TAUBATE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;MUCUM_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PAULO BENTO_RS;PASSO FUNDO;NAO;NAO;NAO
ESPIRITO SANTO;SUDESTE;CACHOEIRO DE ITAPEMIRIM_ES;CACHOEIRO DE ITAPEMIRIM;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONCEICAO DA APARECIDA_MG;PASSOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;GABRIEL MONTEIRO_SP;ARACATUBA;NAO;NAO;NAO
PARANA;SUL;IBAITI_PR;TELEMACO BORBA;NAO;NAO;NAO
PARANA;SUL;CAMBARA_PR;JACAREZINHO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;AREADO_MG;VARGINHA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;DOM PEDRITO_RS;CAXIAS DO SUL;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MURIAE_MG;MURIAE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ARROIO DO TIGRE_RS;BENTO GONCALVES;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CANA VERDE_MG;LAVRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ARAUJOS_MG;DIVINOPOLIS;NAO;NAO;NAO
SAO PAULO;SUDESTE;CASA BRANCA_SP;SAO JOAO DA BOA VISTA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO LUIZ GONZAGA_RS;SANTA CRUZ DO SUL;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ESTIVA_MG;POUSO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;PAULO DE FARIA_SP;NAO POSSUI;NAO;NAO;NAO
SANTA CATARINA;SUL;TANGARA_SC;JOACABA;NAO;NAO;NAO
SANTA CATARINA;SUL;VARGEM BONITA_SC;JOACABA;NAO;NAO;NAO
PARANA;SUL;TUPASSI_PR;TOLEDO;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;NOVA FRIBURGO_RJ;NOVA FRIBURGO;NAO;NAO;NAO
SANTA CATARINA;SUL;SAO JOAQUIM_SC;LAGES;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;MONTAURI_RS;NOVO HAMBURGO;NAO;NAO;NAO
SAO PAULO;SUDESTE;GUARACI_SP;RIO PRETO;NAO;NAO;NAO
SANTA CATARINA;SUL;BANDEIRANTE_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;QUISSAMA_RJ;CAMPOS DOS GOYTACAZES;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PASSO DO SOBRADO_RS;PASSO FUNDO;NAO;NAO;NAO
PARANA;SUL;VITORINO_PR;PATO BRANCO;NAO;NAO;NAO
SAO PAULO;SUDESTE;ANALANDIA_SP;PIRACICABA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CARRANCAS_MG;LAVRAS;NAO;NAO;NAO
SANTA CATARINA;SUL;LAGES_SC;LAGES;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;LINDOLFO COLLOR_RS;LAJEADO;NAO;NAO;NAO
PARANA;SUL;JAGUARIAIVA_PR;PONTA GROSSA;NAO;NAO;NAO
SANTA CATARINA;SUL;IBICARE_SC;JOACABA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO JOSE DA BARRA_MG;PASSOS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;MONTIVIDIU_GO;RIO VERDE;NAO;NAO;NAO
SAO PAULO;SUDESTE;CORUMBATAI_SP;PIRACICABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SALTO GRANDE_SP;OURINHOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;PARAGUACU PAULISTA_SP;ASSIS;NAO;NAO;NAO
SAO PAULO;SUDESTE;NEVES PAULISTA_SP;RIO PRETO;NAO;NAO;NAO
SAO PAULO;SUDESTE;LEME_SP;LIMEIRA;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTA CRUZ DAS PALMEIRAS_SP;SAO JOAO DA BOA VISTA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;UNISTALDA_RS;SANTO ANGELO;NAO;NAO;NAO
PARANA;SUL;BORRAZOPOLIS_PR;APUCARANA;NAO;NAO;NAO
SAO PAULO;SUDESTE;TABATINGA_SP;ARARAQUARA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ESTIVA GERBI_SP;LIMEIRA;NAO;NAO;NAO
PARANA;SUL;OURO VERDE DO OESTE_PR;TOLEDO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTO ANTONIO DO AMPARO_MG;LAVRAS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CANDIDO GODOI_RS;CARAZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;DUARTINA_SP;BAURU;NAO;NAO;NAO
PARANA;SUL;PARANACITY_PR;PARANAVAI;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CANDELARIA_RS;CARAZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;MONCOES_SP;ARACATUBA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LARANJAL_MG;MURIAE;NAO;NAO;NAO
SANTA CATARINA;SUL;IMBUIA_SC;RIO DO SUL;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;ITAPERUNA_RJ;ITAPERUNA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ELISIARIO_SP;CATANDUVA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;MORMACO_RS;NOVO HAMBURGO;NAO;NAO;NAO
