cod. ibge;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH
2901809;Antônio Gonçalves;3.427;8.029;73,90%;0,284;0,294;0,05;0,07;0,676;0,466;0,151
5000906;Antônio João;2.715;6.121;65,80%;0,302;0,425;0,088;0,028;0,699;0,272;0,3
2400901;Antônio Martins;2.752;5.413;82,30%;0,262;0,211;0,037;0,032;0,644;0,49;0,157
4101309;Antônio Olinto;1.738;3.905;55,60%;0,271;0,313;0,084;0,021;0,631;0,392;0,186
4300802;Antônio Prado;931;2.400;18,40%;0,272;0,447;0,134;0,098;0,608;0,243;0,104
3103108;Antônio Prado de Minas;380;768;49,90%;0,257;0,272;0,05;0,052;0,646;0,411;0,111
3502507;Aparecida;4.961;11.600;35,60%;0,252;0,411;0,073;0,06;0,581;0,305;0,084
2500775;Aparecida;3.410;6.874;86,40%;0,28;0,261;0,058;0,021;0,709;0,486;0,144
3502606;Aparecida d'Oeste;943;2.173;53,20%;0,251;0,353;0,074;0,075;0,627;0,29;0,085
5201405;Aparecida de Goiânia;79.031;184.935;35,00%;0,267;0,459;0,153;0,05;0,569;0,243;0,126
5201454;Aparecida do Rio Doce;720;1.679;57,80%;0,258;0,422;0,096;0,067;0,651;0,214;0,096
1701101;Aparecida do Rio Negro;1.440;3.520;72,50%;0,283;0,38;0,101;0,044;0,657;0,395;0,123
5001003;Aparecida do Taboado;5.705;12.826;46,30%;0,284;0,413;0,108;0,057;0,629;0,353;0,147
3300159;Aperibé;2.601;5.502;49,90%;0,257;0,324;0,046;0,041;0,64;0,412;0,078
3200508;Apiacá;2.532;5.506;76,20%;0,254;0,299;0,066;0,041;0,647;0,375;0,095
5100805;Apiacás;1.898;4.945;57,60%;0,283;0,425;0,118;0,088;0,636;0,237;0,196
3502705;Apiaí;5.181;12.297;50,00%;0,267;0,378;0,062;0,031;0,636;0,389;0,105
2100832;Apicum-Açu;6.660;15.452;88,20%;0,308;0,289;0,072;0,054;0,687;0,509;0,236
4201257;Apiúna;486;1.430;14,60%;0,27;0,484;0,107;0,039;0,625;0,224;0,142
2401008;Apodi;12.760;26.590;73,70%;0,296;0,25;0,047;0,039;0,692;0,436;0,309
2901908;Aporá;5.655;11.835;74,30%;0,287;0,254;0,039;0,032;0,765;0,508;0,124
5201504;Aporé;1.076;2.475;57,20%;0,304;0,436;0,13;0,087;0,621;0,402;0,148
2901957;Apuarema;2.923;6.026;87,20%;0,335;0,283;0,054;0,064;0,764;0,466;0,378
4101408;Apucarana;21.416;48.372;37,20%;0,258;0,411;0,073;0,048;0,614;0,304;0,1
1300144;Apuí;4.798;12.663;61,30%;0,303;0,386;0,114;0,04;0,662;0,356;0,262
2300903;Apuiarés;4.388;10.106;78,20%;0,272;0,288;0,055;0,04;0,641;0,446;0,164
2800209;Aquidabã;6.128;13.363;66,40%;0,269;0,284;0,058;0,043;0,679;0,431;0,117
5001102;Aquidauana;15.303;33.480;71,50%;0,285;0,365;0,089;0,069;0,628;0,384;0,174
2301000;Aquiraz;25.390;57.109;70,80%;0,285;0,355;0,065;0,044;0,657;0,412;0,18
4201273;Arabutã;331;877;20,00%;0,286;0,441;0,105;0,053;0,608;0,274;0,233
2500809;Araçagi;6.627;13.451;80,80%;0,303;0,264;0,072;0,042;0,71;0,48;0,253
3103207;Araçaí;541;1.293;59,30%;0,256;0,336;0,067;0,081;0,622;0,356;0,076
2800308;Aracaju;119.955;248.059;41,20%;0,259;0,334;0,082;0,033;0,614;0,393;0,099
3502754;Araçariguama;4.438;10.353;48,10%;0,346;0,402;0,09;0,076;0,633;0,404;0,47
2902054;Araçás;5.081;9.629;83,30%;0,263;0,257;0,047;0,034;0,613;0,436;0,186
2301109;Aracati;18.139;45.751;60,90%;0,254;0,33;0,054;0,032;0,632;0,342;0,135
2902005;Aracatu;5.068;12.293;88,20%;0,297;0,27;0,067;0,085;0,672;0,407;0,281
3502804;Araçatuba;24.486;51.914;25,90%;0,268;0,405;0,068;0,058;0,591;0,385;0,1
2902104;Araci;17.690;38.852;80,40%;0,287;0,278;0,052;0,045;0,719;0,443;0,182
3103306;Aracitaba;660;1.422;69,40%;0,267;0,335;0,094;0,031;0,66;0,411;0,072
2301208;Aracoiaba;9.036;21.870;85,60%;0,267;0,309;0,055;0,045;0,65;0,377;0,168
2601052;Araçoiaba;6.183;13.996;72,70%;0,302;0,339;0,078;0,038;0,694;0,466;0,199
3502903;Araçoiaba da Serra;3.720;9.368;28,90%;0,263;0,45;0,08;0,044;0,583;0,295;0,127
3200607;Aracruz;19.895;49.108;51,80%;0,256;0,419;0,085;0,032;0,588;0,314;0,101
5201603;Araçu;1.136;2.583;68,00%;0,36;0,336;0,088;0,034;0,618;0,357;0,729
3103405;Araçuaí;9.887;22.235;64,80%;0,353;0,326;0,082;0,043;0,674;0,323;0,67
5201702;Aragarças;5.041;11.153;60,60%;0,267;0,367;0,088;0,062;0,581;0,346;0,16
5201801;Aragoiânia;3.893;8.640;72,70%;0,309;0,364;0,089;0,076;0,671;0,434;0,224
1701309;Aragominas;1.821;4.305;81,40%;0,333;0,355;0,097;0,089;0,692;0,409;0,353
1701903;Araguacema;1.775;4.361;73,60%;0,287;0,383;0,108;0,069;0,655;0,35;0,156
1702000;Araguaçu;1.961;4.366;53,70%;0,265;0,382;0,093;0,053;0,605;0,303;0,156
5101001;Araguaiana;880;1.968;51,90%;0,291;0,397;0,075;0,049;0,643;0,427;0,158
1702109;Araguaína;36.201;86.829;50,70%;0,253;0,422;0,089;0,07;0,562;0,267;0,104
5101209;Araguainha;369;635;62,90%;0,3;0,34;0,106;0,046;0,656;0,482;0,17
2100873;Araguanã;2.950;7.598;68,00%;0,294;0,335;0,071;0,044;0,659;0,458;0,195
1702158;Araguanã;1.411;3.286;76,20%;0,276;0,36;0,068;0,051;0,659;0,395;0,12
5202155;Araguapaz;2.129;4.722;66,00%;0,3;0,361;0,079;0,075;0,662;0,422;0,2
3103504;Araguari;17.049;38.461;32,60%;0,268;0,417;0,079;0,043;0,609;0,36;0,098
1702208;Araguatins;7.327;19.986;62,60%;0,274;0,359;0,108;0,046;0,628;0,304;0,197
2100907;Araioses;10.714;28.984;74,20%;0,309;0,286;0,063;0,071;0,719;0,445;0,267
5001243;Aral Moreira;3.224;7.228;67,20%;0,313;0,374;0,097;0,063;0,687;0,415;0,242
2902203;Aramari;4.127;7.487;76,10%;0,262;0,261;0,045;0,027;0,633;0,426;0,182
4300851;Arambaré;1.270;2.566;62,40%;0,256;0,368;0,081;0,042;0,629;0,284;0,128
2100956;Arame;6.952;22.354;87,60%;0,335;0,381;0,109;0,06;0,701;0,389;0,369
3503000;Aramina;1.058;2.229;41,10%;0,289;0,386;0,069;0,067;0,641;0,45;0,121
3503109;Arandu;1.255;3.275;47,60%;0,281;0,417;0,127;0,095;0,633;0,308;0,106
3103603;Arantina;821;1.635;56,10%;0,297;0,298;0,053;0,045;0,673;0,519;0,195
3503158;Arapeí;899;1.918;82,30%;0,292;0,39;0,101;0,058;0,655;0,459;0,086
2700300;Arapiraca;47.449;112.788;48,10%;0,301;0,369;0,085;0,038;0,696;0,424;0,192
1702307;Arapoema;1.644;3.879;69,90%;0,291;0,361;0,088;0,059;0,688;0,406;0,142
3103702;Araponga;1.655;4.657;57,90%;0,283;0,333;0,117;0,066;0,703;0,344;0,133
4101507;Arapongas;17.017;37.900;31,80%;0,265;0,442;0,102;0,059;0,592;0,298;0,1
3103751;Araporã;1.267;2.911;34,30%;0,27;0,421;0,072;0,063;0,601;0,377;0,085
4101606;Arapoti;3.455;9.269;36,00%;0,261;0,433;0,104;0,055;0,639;0,261;0,077
3103801;Arapuá;393;937;35,60%;0,282;0,36;0,063;0,092;0,689;0,385;0,105
4101655;Arapuã;731;1.802;51,10%;0,278;0,331;0,066;0,07;0,689;0,334;0,178
5101258;Araputanga;2.462;6.441;43,60%;0,262;0,398;0,09;0,061;0,612;0,266;0,149
4201307;Araquari;7.390;20.230;44,70%;0,277;0,477;0,115;0,069;0,585;0,274;0,14
2500908;Arara;3.907;7.753;63,50%;0,306;0,232;0,041;0,051;0,79;0,472;0,251
4201406;Araranguá;7.611;18.559;25,80%;0,268;0,416;0,094;0,079;0,614;0,294;0,111
3503208;Araraquara;24.105;55.551;22,90%;0,261;0,397;0,058;0,049;0,578;0,389;0,094
3503307;Araras;14.935;33.574;25,70%;0,276;0,365;0,063;0,042;0,621;0,46;0,103
2301257;Ararendá;3.740;8.633;77,80%;0,263;0,289;0,036;0,024;0,658;0,4;0,172
2101004;Arari;7.441;19.767;67,10%;0,287;0,327;0,062;0,029;0,659;0,424;0,218
4300877;Araricá;1.235;3.038;35,60%;0,28;0,442;0,089;0,074;0,631;0,309;0,134
2301307;Araripe;7.425;18.616;94,10%;0,29;0,324;0,063;0,037;0,679;0,432;0,207
2601102;Araripina;25.855;66.154;77,70%;0,297;0,332;0,083;0,036;0,678;0,435;0,217
3300209;Araruama;34.261;73.205;56,50%;0,291;0,351;0,069;0,049;0,646;0,476;0,158
2501005;Araruna;4.603;11.774;68,50%;0,3;0,373;0,08;0,039;0,71;0,43;0,169
4101705;Araruna;3.576;8.434;58,20%;0,267;0,36;0,078;0,031;0,643;0,324;0,163
2902252;Arataca;3.358;6.051;59,40%;0,299;0,288;0,062;0,058;0,751;0,486;0,149
4300901;Aratiba;479;1.198;18,50%;0,272;0,442;0,094;0,07;0,612;0,276;0,141
2301406;Aratuba;4.005;10.918;97,30%;0,276;0,323;0,045;0,06;0,611;0,407;0,211
2902302;Aratuípe;3.660;7.262;83,70%;0,284;0,259;0,049;0,03;0,681;0,482;0,206
2800407;Arauá;3.941;8.589;83,20%;0,32;0,292;0,048;0,06;0,699;0,426;0,395
4101804;Araucária;23.202;58.427;38,50%;0,27;0,435;0,085;0,034;0,583;0,326;0,159
3103900;Araújos;997;2.499;27,20%;0,294;0,425;0,106;0,064;0,68;0,377;0,113
3104007;Araxá;14.809;34.477;30,90%;0,268;0,421;0,077;0,05;0,625;0,341;0,097
3104106;Arceburgo;1.068;2.698;29,40%;0,262;0,411;0,074;0,075;0,622;0,27;0,118
3503356;Arco-Íris;419;1.073;52,50%;0,258;0,388;0,099;0,073;0,594;0,281;0,112
3104205;Arcos;6.516;15.733;38,00%;0,279;0,382;0,076;0,051;0,613;0,365;0,189
2601201;Arcoverde;19.810;43.651;56,10%;0,282;0,343;0,082;0,03;0,659;0,452;0,127
3104304;Areado;2.311;5.625;40,50%;0,264;0,37;0,073;0,042;0,628;0,356;0,112
3300225;Areal;2.545;6.435;54,40%;0,252;0,39;0,078;0,038;0,605;0,299;0,102
3503406;Arealva;1.599;3.769;46,40%;0,273;0,366;0,082;0,03;0,647;0,419;0,097
2501104;Areia;5.911;14.663;64,80%;0,282;0,317;0,06;0,042;0,711;0,415;0,148
2401107;Areia Branca;6.610;16.107;66,90%;0,276;0,332;0,077;0,06;0,658;0,357;0,17
2800506;Areia Branca;5.259;13.010;72,00%;0,279;0,329;0,068;0,05;0,689;0,365;0,171
2501153;Areia de Baraúnas;833;1.759;87,70%;0,29;0,287;0,055;0,026;0,72;0,474;0,177
2501203;Areial;2.341;5.892;82,70%;0,295;0,305;0,066;0,025;0,733;0,469;0,174
3503505;Areias;891;2.018;56,40%;0,295;0,376;0,109;0,067;0,657;0,485;0,075
3503604;Areiópolis;1.483;3.679;36,30%;0,269;0,431;0,104;0,021;0,602;0,36;0,097
5101308;Arenápolis;2.244;4.968;47,00%;0,28;0,388;0,085;0,03;0,651;0,397;0,131
5202353;Arenópolis;994;2.071;70,30%;0,28;0,357;0,088;0,051;0,592;0,384;0,209
2401206;Arês;3.892;10.100;76,20%;0,269;0,332;0,072;0,043;0,677;0,395;0,095
3104403;Argirita;856;1.902;70,80%;0,269;0,358;0,047;0,087;0,638;0,369;0,114
3104452;Aricanduva;1.490;3.727;79,00%;0,277;0,299;0,068;0,013;0,673;0,422;0,19
3104502;Arinos;5.130;11.575;67,00%;0,271;0,374;0,084;0,042;0,606;0,35;0,167
5101407;Aripuanã;3.665;10.167;41,30%;0,309;0,449;0,121;0,05;0,67;0,303;0,26
1100023;Ariquemes;21.132;47.800;49,40%;0,291;0,397;0,105;0,048;0,634;0,375;0,187
3503703;Ariranha;943;2.175;28,60%;0,258;0,386;0,073;0,022;0,623;0,368;0,079
4101853;Ariranha do Ivaí;532;1.375;59,00%;0,279;0,364;0,076;0,088;0,645;0,299;0,203
3300233;Armação dos Búzios;9.536;21.015;52,50%;0,285;0,376;0,07;0,058;0,606;0,426;0,173
4201505;Armazém;814;2.086;23,60%;0,376;0,415;0,065;0,086;0,674;0,437;0,578
2301505;Arneiroz;1.799;4.672;62,90%;0,26;0,303;0,042;0,021;0,669;0,372;0,154
2200905;Aroazes;1.905;4.023;74,90%;0,274;0,243;0,048;0,031;0,722;0,506;0,093
2501302;Aroeiras;6.836;14.932;79,80%;0,312;0,279;0,056;0,022;0,766;0,496;0,252
2200954;Aroeiras do Itaim;1.189;2.250;83,60%;0,277;0,229;0,051;0,04;0,722;0,482;0,136
2201002;Arraial;1.704;3.946;87,30%;0,281;0,285;0,033;0,013;0,705;0,446;0,201
3300258;Arraial do Cabo;9.425;19.382;62,60%;0,303;0,341;0,055;0,057;0,636;0,485;0,242
1702406;Arraias;3.671;8.361;81,30%;0,29;0,31;0,075;0,067;0,636;0,403;0,25
4301008;Arroio do Meio;3.004;6.498;29,60%;0,266;0,412;0,079;0,045;0,6;0,321;0,139
4301073;Arroio do Padre;191;504;19,40%;-;-;-;-;-;-;-
4301057;Arroio do Sal;2.450;5.530;50,00%;0,3;0,407;0,083;0,036;0,632;0,464;0,178
4301206;Arroio do Tigre;1.428;3.717;30,80%;0,286;0,375;0,09;0,027;0,665;0,318;0,24
4301107;Arroio dos Ratos;3.100;6.529;44,70%;0,333;0,327;0,087;0,07;0,704;0,461;0,347
4301305;Arroio Grande;4.463;8.915;50,80%;0,266;0,352;0,074;0,041;0,645;0,417;0,066
4201604;Arroio Trinta;251;618;17,40%;-;-;-;-;-;-;-
3503802;Artur Nogueira;6.244;15.482;30,10%;0,267;0,442;0,083;0,05;0,593;0,336;0,1
5202502;Aruanã;2.426;5.592;67,40%;0,231;0,395;0,088;0,042;0,608;0,176;0,078
3503901;Arujá;16.002;36.221;41,80%;0,268;0,382;0,075;0,065;0,594;0,408;0,083
4201653;Arvoredo;232;649;25,90%;-;-;-;-;-;-;-
4301404;Arvorezinha;1.101;2.831;27,40%;0,276;0,406;0,101;0,041;0,641;0,317;0,15
4201703;Ascurra;523;1.420;17,10%;0,301;0,509;0,108;0,071;0,633;0,368;0,12
3503950;Aspásia;438;1.045;56,70%;0,271;0,392;0,043;0,092;0,622;0,338;0,142
4101903;Assaí;2.590;6.074;44,00%;0,247;0,365;0,06;0,056;0,634;0,246;0,118
2301604;Assaré;7.855;17.037;78,50%;0,263;0,298;0,05;0,016;0,658;0,435;0,122
3504008;Assis;12.359;28.371;28,00%;0,256;0,385;0,055;0,056;0,589;0,334;0,115
1200054;Assis Brasil;2.848;9.335;115,20%;0,363;0,433;0,188;0,073;0,739;0,475;0,269
4102000;Assis Chateaubriand;6.847;14.910;40,50%;0,256;0,405;0,081;0,053;0,607;0,274;0,118
2501351;Assunção;1.573;3.760;90,60%;0,287;0,286;0,046;0,064;0,686;0,441;0,199
2201051;Assunção do Piauí;2.607;6.572;88,20%;0,297;0,305;0,065;0,122;0,708;0,403;0,181
3104601;Astolfo Dutra;2.329;5.523;39,10%;0,252;0,379;0,079;0,041;0,61;0,326;0,075
4102109;Astorga;3.598;8.593;33,70%;0,252;0,416;0,08;0,064;0,603;0,25;0,098
2700409;Atalaia;10.810;26.207;69,90%;0,289;0,367;0,091;0,052;0,722;0,393;0,111
4102208;Atalaia;960;2.268;57,00%;0,251;0,367;0,043;0,04;0,591;0,329;0,138
1300201;Atalaia do Norte;3.427;12.263;80,10%;0,392;0,468;0,154;0,112;0,742;0,421;0,452
4201802;Atalanta;195;558;17,30%;-;-;-;-;-;-;-
3104700;Ataléia;3.349;7.680;55,90%;0,291;0,314;0,079;0,063;0,687;0,392;0,211
3504107;Atibaia;13.516;34.461;21,70%;0,274;0,465;0,088;0,055;0,597;0,282;0,159
3200706;Atílio Vivacqua;2.591;6.303;59,80%;0,264;0,393;0,07;0,05;0,629;0,319;0,121
1702554;Augustinópolis;4.191;11.114;63,60%;0,274;0,377;0,095;0,073;0,639;0,367;0,094
1500909;Augusto Corrêa;14.810;38.116;85,50%;0,325;0,33;0,094;0,063;0,722;0,475;0,263
3104809;Augusto de Lima;1.175;2.707;59,70%;0,34;0,338;0,091;0,09;0,668;0,412;0,444
4301503;Augusto Pestana;729;1.850;25,90%;0,27;0,4;0,102;0,054;0,665;0,27;0,129
2401305;Augusto Severo;4.611;7.915;81,30%;0,269;0,199;0,044;0,05;0,684;0,505;0,133
4301552;Áurea;345;779;22,90%;0,289;0,334;0,072;0,04;0,691;0,413;0,187
2902401;Aurelino Leal;4.504;9.344;83,60%;0,284;0,298;0,057;0,068;0,72;0,456;0,106
3504206;Auriflama;1.783;4.061;29,70%;0,247;0,398;0,103;0,054;0,582;0,268;0,079
5202601;Aurilândia;860;1.915;58,30%;0,256;0,339;0,08;0,072;0,612;0,297;0,133
2301703;Aurora;7.778;18.974;80,00%;0,28;0,306;0,052;0,022;0,67;0,405;0,223
4201901;Aurora;309;810;11,90%;0,281;0,457;0,11;0,04;0,642;0,264;0,17
1500958;Aurora do Pará;8.769;19.323;81,30%;0,308;0,313;0,082;0,049;0,732;0,461;0,211
1702703;Aurora do Tocantins;1.023;2.323;69,50%;0,262;0,268;0,062;0,034;0,649;0,389;0,17
1300300;Autazes;20.609;42.793;103,00%;0,357;0,312;0,105;0,079;0,645;0,48;0,519
3504305;Avaí;975;2.219;49,50%;0,276;0,398;0,102;0,037;0,612;0,402;0,105
3504404;Avanhandava;2.611;6.061;53,80%;0,267;0,368;0,064;0,037;0,653;0,403;0,08
3504503;Avaré;10.375;26.232;28,30%;0,268;0,431;0,096;0,063;0,597;0,326;0,094
1501006;Aveiro;4.424;12.446;68,00%;0,33;0,366;0,103;0,055;0,659;0,467;0,328
2201101;Avelino Lopes;3.866;9.142;84,10%;0,301;0,292;0,077;0,067;0,689;0,484;0,2
5202809;Avelinópolis;985;2.077;72,40%;0,272;0,325;0,069;0,058;0,601;0,421;0,157
2101103;Axixá;3.988;9.056;76,80%;0,306;0,291;0,06;0,018;0,684;0,505;0,281
1702901;Axixá do Tocantins;3.561;9.088;88,60%;0,31;0,359;0,093;0,05;0,707;0,433;0,218
1703008;Babaçulândia;2.279;5.347;67,90%;0,348;0,332;0,086;0,091;0,643;0,407;0,528
2101202;Bacabal;30.930;68.829;66,40%;0,281;0,318;0,058;0,049;0,641;0,417;0,203
2101251;Bacabeira;5.227;12.824;75,60%;0,279;0,35;0,066;0,077;0,633;0,423;0,124
2101301;Bacuri;4.895;11.064;67,90%;0,299;0,303;0,057;0,046;0,644;0,466;0,277
2101350;Bacurituba;1.991;4.439;84,50%;0,301;0,266;0,046;0,037;0,69;0,478;0,289
3504602;Bady Bassitt;3.746;8.898;32,60%;0,28;0,444;0,104;0,063;0,59;0,383;0,1
3104908;Baependi;3.458;8.215;44,70%;0,256;0,342;0,066;0,057;0,635;0,32;0,115
4301602;Bagé;27.127;55.033;46,70%;0,279;0,338;0,086;0,045;0,655;0,469;0,082
1501105;Bagre;7.350;21.948;68,80%;0,393;0,402;0,158;0,085;0,791;0,513;0,407
2501401;Baía da Traição;3.147;8.030;87,10%;0,328;0,354;0,088;0,097;0,677;0,412;0,339
2401404;Baía Formosa;2.332;6.161;69,80%;0,268;0,333;0,057;0,059;0,661;0,38;0,119
2902500;Baianópolis;4.435;11.150;81,90%;0,335;0,319;0,079;0,082;0,684;0,464;0,382
1501204;Baião;11.050;28.515;55,20%;0,355;0,319;0,084;0,068;0,652;0,458;0,549
2902609;Baixa Grande;6.305;13.386;73,50%;0,282;0,24;0,044;0,054;0,701;0,472;0,18
2201150;Baixa Grande do Ribeiro;3.751;9.371;70,60%;0,309;0,408;0,101;0,059;0,603;0,41;0,272
2301802;Baixio;1.996;4.647;81,50%;0,265;0,256;0,04;0,045;0,61;0,438;0,201
3200805;Baixo Guandu;6.450;15.004;48,90%;0,271;0,403;0,079;0,031;0,633;0,381;0,098
3504701;Balbinos;323;691;17,80%;0,269;0,326;0,07;0,063;0,627;0,454;0,076
3105004;Baldim;1.953;4.401;58,70%;0,253;0,321;0,062;0,024;0,59;0,319;0,2
5203104;Baliza;1.242;2.605;77,70%;0,3;0,304;0,086;0,055;0,663;0,423;0,271
4201950;Balneário Arroio do Silva;3.280;7.985;50,50%;0,303;0,421;0,073;0,064;0,626;0,443;0,193
4202057;Balneário Barra do Sul;2.627;6.311;42,30%;0,284;0,405;0,086;0,073;0,632;0,378;0,131
4202008;Balneário Camboriú;12.649;28.662;20,60%;0,268;0,416;0,071;0,045;0,569;0,327;0,177
4202073;Balneário Gaivota;3.064;7.315;46,70%;0,276;0,431;0,073;0,064;0,621;0,354;0,111
4212809;Balneário Piçarras;4.022;9.918;36,60%;0,301;0,441;0,1;0,07;0,589;0,276;0,331
4301636;Balneário Pinhal;4.962;9.437;63,10%;0,364;0,344;0,058;0,044;0,69;0,553;0,495
4220000;Balneário Rincão;2.793;6.785;42,50%;0,307;0,427;0,108;0,095;0,656;0,41;0,145
4102307;Balsa Nova;2.619;6.275;46,80%;0,286;0,402;0,114;0,072;0,636;0,372;0,122
3504800;Bálsamo;1.127;2.679;27,90%;0,235;0,427;0,064;0,039;0,584;0,187;0,11
2101400;Balsas;26.245;64.553;63,40%;0,289;0,399;0,12;0,046;0,623;0,356;0,192
3105103;Bambuí;3.073;6.990;29,70%;0,265;0,391;0,093;0,035;0,617;0,364;0,089
2301851;Banabuiú;5.571;12.756;74,20%;0,286;0,314;0,066;0,059;0,688;0,417;0,174
3504909;Bananal;2.660;5.809;58,30%;0,273;0,328;0,07;0,063;0,662;0,434;0,081
2501500;Bananeiras;5.830;15.497;67,00%;0,292;0,292;0,074;0,043;0,709;0,416;0,217
3105202;Bandeira;1.457;3.402;71,80%;0,252;0,296;0,056;0,031;0,691;0,286;0,151
3105301;Bandeira do Sul;969;2.376;40,00%;0,246;0,402;0,055;0,071;0,653;0,207;0,085
4202081;Bandeirante;417;1.191;37,90%;0,281;0,439;0,128;0,057;0,629;0,246;0,184
4102406;Bandeirantes;5.444;13.726;43,90%;0,246;0,375;0,092;0,064;0,614;0,233;0,099
5001508;Bandeirantes;2.017;4.277;53,90%;0,324;0,418;0,093;0,054;0,647;0,455;0,279
1703057;Bandeirantes do Tocantins;943;2.240;65,70%;0,31;0,366;0,124;0,065;0,671;0,347;0,288
1501253;Bannach;1.240;2.834;70,30%;0,366;0,336;0,095;0,062;0,682;0,434;0,585
2902658;Banzaê;3.823;10.207;85,40%;0,252;0,297;0,042;0,043;0,661;0,357;0,114
4301651;Barão;396;994;15,40%;-;-;-;-;-;-;-
3505005;Barão de Antonina;776;1.856;52,60%;0,253;0,359;0,081;0,066;0,622;0,289;0,099
3105400;Barão de Cocais;3.480;9.042;29,40%;0,266;0,42;0,112;0,04;0,61;0,332;0,085
4301701;Barão de Cotegipe;1.076;2.658;37,20%;0,246;0,413;0,091;0,059;0,614;0,176;0,121
2101509;Barão de Grajaú;5.503;12.143;64,00%;0,321;0,327;0,075;0,036;0,706;0,459;0,32
5101605;Barão de Melgaço;2.598;5.724;78,90%;0,328;0,285;0,063;0,046;0,622;0,478;0,472
3105509;Barão de Monte Alto;1.571;3.382;68,10%;0,287;0,316;0,055;0,062;0,627;0,383;0,276
4301750;Barão do Triunfo;938;2.235;38,00%;0,309;0,3;0,08;0,038;0,695;0,434;0,305
2401453;Baraúna;9.463;22.241;82,60%;0,281;0,307;0,061;0,072;0,699;0,379;0,171
2501534;Baraúna;1.702;4.122;86,60%;0,28;0,275;0,061;0,076;0,679;0,425;0,165
3105608;Barbacena;22.708;52.543;41,90%;0,251;0,335;0,073;0,039;0,603;0,379;0,079
2301901;Barbalha;19.082;51.073;68,10%;0,275;0,363;0,085;0,097;0,617;0,346;0,14
3505104;Barbosa;1.474;3.311;58,70%;0,276;0,379;0,066;0,085;0,641;0,405;0,081
4102505;Barbosa Ferraz;2.487;5.759;53,30%;0,259;0,356;0,071;0,06;0,636;0,331;0,098
1501303;Barcarena;31.904;83.456;65,90%;0,296;0,389;0,096;0,072;0,605;0,387;0,23
2401503;Barcelona;1.293;2.850;71,50%;0,279;0,263;0,047;0,035;0,751;0,417;0,162
1300409;Barcelos;5.205;14.544;77,20%;0,326;0,401;0,15;0,082;0,66;0,436;0,223
3505203;Bariri;3.848;9.460;29,90%;0,284;0,445;0,091;0,054;0,625;0,393;0,096
2902708;Barra;13.221;38.376;75,10%;0,319;0,356;0,112;0,084;0,689;0,436;0,236
3505302;Barra Bonita;3.915;8.962;26,10%;0,269;0,392;0,063;0,015;0,619;0,446;0,08
4202099;Barra Bonita;242;654;39,20%;0,31;0,402;0,1;0,082;0,695;0,379;0,202
2201176;Barra D'Alcântara;1.462;3.259;81,60%;0,271;0,271;0,047;0,051;0,685;0,451;0,119
2902807;Barra da Estiva;7.112;19.415;74,60%;0,278;0,311;0,087;0,047;0,664;0,397;0,163
2601300;Barra de Guabiraba;3.582;8.372;68,30%;0,286;0,321;0,068;0,061;0,765;0,418;0,082
2501609;Barra de Santa Rosa;4.255;9.613;74,50%;0,314;0,243;0,049;0,037;0,781;0,476;0,296
2501575;Barra de Santana;2.585;5.992;74,40%;0,305;0,275;0,064;0,054;0,719;0,457;0,264
2700508;Barra de Santo Antônio;6.117;12.938;79,10%;0,303;0,354;0,089;0,028;0,696;0,508;0,143
3200904;Barra de São Francisco;9.451;22.951;54,00%;0,276;0,37;0,097;0,041;0,664;0,352;0,135
2700607;Barra de São Miguel;2.550;6.353;80,00%;0,307;0,385;0,084;0,049;0,663;0,389;0,271
2501708;Barra de São Miguel;1.977;4.920;83,30%;0,277;0,292;0,043;0,044;0,714;0,46;0,113
5101704;Barra do Bugres;6.402;14.723;50,10%;0,29;0,4;0,088;0,033;0,648;0,431;0,139
3505351;Barra do Chapéu;1.741;4.256;82,20%;0,283;0,316;0,082;0,06;0,653;0,383;0,208
2902906;Barra do Choça;11.467;30.170;82,60%;0,268;0,34;0,066;0,062;0,686;0,321;0,135
2101608;Barra do Corda;24.860;59.815;70,80%;0,314;0,36;0,094;0,062;0,675;0,408;0,282
5101803;Barra do Garças;17.588;36.992;53,40%;0,291;0,379;0,103;0,043;0,615;0,421;0,189
4301859;Barra do Guarita;631;1.523;48,20%;0,274;0,419;0,086;0,028;0,577;0,246;0,285
4102703;Barra do Jacaré;645;1.544;54,90%;0,252;0,36;0,054;0,071;0,576;0,357;0,091
2903003;Barra do Mendes;5.012;11.566;83,60%;0,285;0,283;0,064;0,087;0,632;0,441;0,203
1703073;Barra do Ouro;1.510;3.923;87,60%;0,299;0,375;0,108;0,062;0,653;0,355;0,239
3300308;Barra do Piraí;15.296;34.272;36,90%;0,279;0,404;0,079;0,076;0,633;0,391;0,093
4301875;Barra do Quaraí;1.164;2.340;55,20%;0,289;0,397;0,078;0,019;0,658;0,49;0,093
4301909;Barra do Ribeiro;1.859;4.186;34,20%;0,288;0,414;0,099;0,06;0,648;0,413;0,091
4301925;Barra do Rio Azul;172;397;23,40%;-;-;-;-;-;-;-
2903102;Barra do Rocha;2.993;5.102;88,30%;0,307;0,267;0,052;0,045;0,719;0,524;0,236
3505401;Barra do Turvo;2.282;4.877;70,90%;0,281;0,33;0,088;0,047;0,647;0,435;0,139
