cod. ibge;ano;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
3550308;2021;828980608;168184028;660796580;61625;62513855;549767395;48453705
3304557;2021;359634753;79324423;280310329;111267;45685982;177541096;56971984
5300108;2021;286943782;29915404;257028378;2286948;10235490;127696742;116809198
3106200;2021;105829675;13745342;92084333;4388;16150132;63186009;12743805
1302603;2021;103281436;21017364;82264072;201067;37697009;33086599;11279398
4106902;2021;98003704;18098537;79905167;17725;17640491;53113483;9133467
3534401;2021;86111260;19194386;66916874;1392;4963982;58664576;3286923
3302700;2021;85814296;757901;85056395;16520;65616073;17609607;1814194
4314902;2021;81562848;12161026;69401822;36860;6584091;54872499;7908373
3518800;2021;77376467;14358672;63017795;57763;17040801;40037172;5882058
2304400;2021;73436128;12811311;60624817;107143;8472592;41839236;10205847
3509502;2021;72946775;13827269;59119506;170417;11136727;42629969;5182393
3303302;2021;66345730;2962539;63383192;26399;37156054;21273256;4927483
2927408;2021;62954487;8734570;54219917;52697;7160180;38113505;8893535
5208707;2021;59865990;8709448;51156542;77119;8482234;34799549;7797640
3548708;2021;58277014;11735705;46541309;11196;13216248;29662760;3651105
3505708;2021;58027667;13818755;44208912;464;5741034;36185003;2282410
3525904;2021;57670893;13962024;43708869;185537;11700444;29583739;2239148
2611606;2021;54970305;9802417;45167888;60088;6208334;31199529;7699937
3301702;2021;53136666;8803152;44333515;18006;14779164;22667528;6868815
3536505;2021;52389437;8271374;44118063;18367;26746711;16124529;1228456
1505536;2021;49763040;1406360;48356680;238183;40659674;5656072;1802752
4208203;2021;47754802;21258891;26495910;101270;3907186;20854294;1633160
3549904;2021;45208808;6381319;38827489;25504;16459171;19457996;2884819
4209102;2021;45069864;11411820;33658044;161182;11937392;18174354;3385117
3552205;2021;44533398;9403717;35129681;43587;11416524;20709422;2960148
3170206;2021;43129285;9201421;33927863;921227;10575603;19167843;3263190
3305505;2021;42178208;419311;41758898;22407;31852885;8961985;921622
3543402;2021;39955572;4922436;35033136;120324;5374499;26672939;2865374
3205002;2021;37279406;8471037;28808369;34539;13151407;13219359;2403065
3301009;2021;37179860;1429953;35749907;368935;20380244;10854552;4146176
2111300;2021;36535226;7508824;29026402;25578;7326938;17693956;3979931
3118601;2021;36479765;6850386;29629379;3053;9142356;17499213;2984757
1502152;2021;34989610;525207;34464403;111001;30877742;3066395;409265
5002704;2021;34731151;5325159;29405992;817072;4351111;17538622;6699187
3538709;2021;34555724;7883049;26672675;168946;9974330;14606755;1922644
2905701;2021;33971705;7982958;25988747;20677;15715317;8861821;1390933
1501402;2021;33467126;6341813;27125314;99129;3545283;17761261;5719640
3106705;2021;33132919;5688918;27444001;18120;14553861;10566143;2305877
3547809;2021;32620295;4694607;27925688;1385;7782625;17322922;2818756
4305108;2021;31688460;5271802;26416658;275560;9594397;13646691;2900010
3205309;2021;31423573;6232814;25190759;26154;9518389;13650873;1995344
5103403;2021;29746934;4963251;24783683;41675;4673741;15660667;4407600
2704302;2021;27484016;4305013;23179003;315687;4406278;14292530;4164508
4125506;2021;27009658;6958830;20050828;507222;7764436;9987600;1791570
4101804;2021;25267382;3442425;21824957;239813;14216639;6296736;1071769
2408102;2021;24186262;3410639;20775623;19998;2556520;13347921;4851183
3548500;2021;24090173;3763637;20326536;5249;2150156;15770944;2400187
2211001;2021;23895231;3327478;20567753;55079;3498975;12455584;4558115
4113700;2021;23604749;3039449;20565300;529678;4346595;12880972;2808055
4205407;2021;23555034;3735531;19819503;75454;1668521;15080495;2995033
3520509;2021;22817117;5040577;17776540;46619;6772161;9716239;1241521
3509205;2021;22713160;5238109;17475051;277;2955319;14021896;497560
4115200;2021;22656733;3622172;19034561;172761;3810290;12774137;2277374
2507507;2021;22244284;3170608;19073677;43109;3282732;11458843;4288992
4304606;2021;21995362;3091272;18904090;10475;8390681;8593955;1908979
3513504;2021;21946472;2846506;19099966;1326;12465420;5836352;796868
3144805;2021;21042646;1134198;19908448;3335;13943010;5225499;736603
3549805;2021;20962617;2390624;18571993;64180;2145380;14508308;1854125
3529401;2021;20776213;3272944;17503269;22;7756772;7936388;1810087
4202404;2021;20576440;3184117;17392324;120512;4729049;10518655;2024107
3170107;2021;20397519;3114714;17282805;1425496;6133709;8030613;1692988
3304904;2021;20324883;1843431;18481452;81571;2003957;8725199;7670724
3136702;2021;20297559;2843472;17454087;55014;4534878;10195934;2668262
1100205;2021;20059522;2851398;17208124;1041285;4627968;7555512;3983359
3527306;2021;19677151;3912791;15764360;37359;5764020;9636001;326980
3306305;2021;19671281;3270214;16401067;8048;8507261;5640223;2245535
3530607;2021;19604517;2973057;16631461;538094;4765447;9446543;1881376
4119905;2021;19490853;3245514;16245339;334284;6532287;7693208;1685561
4108304;2021;18969765;948427;18021338;121178;11498589;4875735;1525837
3513801;2021;18484356;3537310;14947045;1127;5202147;7914094;1829678
2800308;2021;18405678;2356643;16049035;3330;1850431;10683342;3511933
3519071;2021;18377822;3794353;14583469;1575;5178931;8314851;1088112
3303500;2021;17794593;1722143;16072450;8261;1523123;8460495;6080572
5201108;2021;17788289;3011482;14776808;161293;4987744;7616644;2011127
3302403;2021;17747016;2760752;14986264;75525;5538025;6094437;3278277
3131307;2021;17609177;1968497;15640680;3358;9195872;5138968;1302482
5107602;2021;17295644;2683976;14611669;591965;4177538;8137633;1704532
2910800;2021;17282198;2977198;14305000;85543;3701828;8586487;1931141
5201405;2021;16979984;2569915;14410069;19867;3572536;8176707;2640958
3506003;2021;16721368;1842664;14878704;49290;2524992;10733609;1570814
5218805;2021;16306271;1779481;14526790;3694787;3502651;5845570;1483783
3205200;2021;16305842;3602230;12703612;25395;2493628;8047840;2136750
3554102;2021;16199986;2994084;13205902;29196;4619437;7062456;1494813
3552403;2021;16179892;3048500;13131392;328222;4539681;7114201;1149289
2607901;2021;16133556;3307783;12825773;92991;2312757;7568042;2851983
3513009;2021;16114165;3652642;12461523;31268;3684979;7573010;1172265
3524402;2021;16094435;3384895;12709540;38512;5105907;6611049;954072
3526902;2021;16060739;2582513;13478226;113031;4846074;7194793;1324329
3550704;2021;16008645;456702;15551944;15864;9764264;5075981;695835
4104808;2021;15787528;2214717;13572811;1206734;2651368;8089960;1624748
3303906;2021;15665448;1875030;13790418;70958;4742118;6528010;2449332
3548807;2021;15566768;2335630;13231138;31;3515560;8183229;1532318
3501608;2021;15217280;2388914;12828366;14188;4499622;7144793;1169763
3131703;2021;14971929;462303;14509626;24520;10408672;3475027;601407
2607208;2021;14929346;3247090;11682256;189929;7078373;3544329;869625
3552502;2021;14811514;2605420;12206093;365314;5291218;5335113;1214448
3515004;2021;14314754;2917379;11397375;398;1790456;8506889;1099632
3548906;2021;14141854;2057500;12084355;170583;3844335;6861134;1208302
3524709;2021;13981302;2951151;11030151;20780;3759803;6870415;379153
3520400;2021;13956618;134531;13822087;4355;9689118;3816794;311820
4216602;2021;13838193;3074064;10764130;9971;1507031;7909875;1337253
3538006;2021;13742498;2416240;11326259;43052;6276328;4231575;775304
2602902;2021;13706389;3517490;10188898;69213;4050765;4924609;1144312
3201308;2021;13698973;4548585;9150388;20821;1673112;5874966;1581488
4204202;2021;13693104;1732227;11960877;253596;3391773;7092059;1223448
3125101;2021;13651225;4449855;9201370;11357;2420914;6466084;303014
4118204;2021;13647352;2554358;11092994;16668;3084725;7071466;920135
1504208;2021;13523145;1480128;12043017;608869;6619846;3400749;1413553
1400100;2021;13493364;1578429;11914935;190928;1306705;5625759;4791543
4315602;2021;13282154;2228562;11053592;440806;4237227;5052629;1322930
3543907;2021;13245336;2174902;11070434;112217;4767918;5155245;1035055
3131901;2021;13139828;538941;12600887;8517;9350936;2818850;422585
2929206;2021;13086121;2272321;10813800;17002;7333620;3095222;367956
5008305;2021;13058332;1341406;11716926;1276855;6622742;2824825;992504
4322004;2021;12982386;2859992;10122394;186213;7196781;2420606;318793
1600303;2021;12938060;1191765;11746295;71440;1068727;5643418;4962711
3522505;2021;12854995;2393511;10461484;365;1967818;7477096;1016204
3167202;2021;12659740;2188640;10471100;36541;4826059;4366717;1241784
5003702;2021;12595690;1808462;10787227;1094473;1937059;6082793;1672903
3556701;2021;12557909;3084457;9473452;14331;3476252;5428697;554172
4314100;2021;12552833;1973424;10579408;329161;1433974;7675065;1141208
5107925;2021;12522633;1268882;11253750;4271404;1690571;4601911;689865
3300704;2021;12359627;531924;11827703;58007;5375425;4224096;2170174
2307650;2021;12337017;2660225;9676792;19854;3664707;4907454;1084777
4208906;2021;12052185;2018652;10033533;95606;4529600;4399300;1009027
3503208;2021;11953237;1452391;10500847;124543;2194730;6924501;1257073
3547304;2021;11544903;2076521;9468383;125769;2027288;6311004;1004321
3516200;2021;11276086;1154851;10121235;159929;1608561;6913824;1438921
3300100;2021;11194244;1084315;10109929;60857;3331325;4796244;1921503
1200401;2021;10955675;1507114;9448561;464933;880534;5153657;2949436
4318705;2021;10855366;2368898;8486468;2470;2557761;4500349;1425888
3143302;2021;10800251;1337047;9463204;156031;1962106;5465198;1879869
4314407;2021;10778119;1211627;9566492;434024;1319876;5896017;1916575
3304201;2021;10754410;2652300;8102110;60059;3265318;3575581;1201152
3152501;2021;10720093;2212043;8508051;109543;2437010;5154224;807274
2606200;2021;10662964;2774177;7888787;247063;5131372;2017569;492782
3523909;2021;10540813;2062997;8477816;61728;2778956;4851516;785616
3302007;2021;10502749;1287471;9215278;18783;769963;7105419;1321113
3518701;2021;10494252;1580010;8914242;50432;1150370;5976188;1737252
2303709;2021;10414373;1999530;8414843;64801;3687716;3305418;1356908
2504009;2021;10373107;1517212;8855896;36425;1960346;4777656;2081468
1721000;2021;10333419;1349530;8983888;262385;1102005;5101297;2518201
3552809;2021;10291072;1642106;8648967;265;2086009;5310499;1252193
4309209;2021;10261618;1655745;8605873;25205;3311020;3803166;1466482
4204608;2021;10063805;1605420;8458385;56718;2256262;5045689;1099715
4313409;2021;10037889;1358672;8679217;28060;2274985;5086524;1289647
5108402;2021;9916991;1442047;8474943;82367;1955783;4626202;1810591
5205109;2021;9916468;1857826;8058642;951795;3701549;2773813;631484
3305000;2021;9886875;713990;9172885;59304;4636445;4061572;415564
4316808;2021;9815170;2808864;7006307;244597;2071989;3858194;831527
3529005;2021;9755960;1106165;8649795;93385;1380457;6118665;1057288
5107909;2021;9623877;1343015;8280862;998734;1687819;4579776;1014533
4316907;2021;9562027;1095530;8466497;390982;1097557;5489808;1488150
3146107;2021;9520035;402984;9117051;30549;6363319;2260616;462567
3523107;2021;9519618;1398447;8121171;15806;2351746;4428778;1324841
3545209;2021;9303487;1628815;7674671;14776;2891897;4214031;553967
1501303;2021;9243937;2276327;6967610;181646;4694504;1468421;623039
3541406;2021;9242192;1041863;8200329;44944;1206433;6029075;919877
3117504;2021;9051036;90840;8960196;21947;7129234;1669419;139595
3502804;2021;9017958;942575;8075382;136998;1312464;5822670;803250
3305109;2021;8963782;834523;8129258;1480;445899;4304919;3376960
3104007;2021;8950863;1178552;7772311;190765;4272410;2705003;604133
3304524;2021;8949070;550596;8398474;14234;4259841;2610566;1513834
1500800;2021;8939830;1377318;7562512;13285;1035394;4679663;1834169
3145901;2021;8842769;1524586;7318183;9792;5664004;1416959;227428
3300456;2021;8839808;1038410;7801398;3708;1047940;3073720;3676029
2919553;2021;8820648;1577806;7242843;1476999;1518975;3830737;416131
3541000;2021;8727831;666069;8061762;5371;829936;5478765;1747690
4202909;2021;8723259;1672678;7050581;6559;2672274;3560988;810760
2604106;2021;8663525;1322105;7341420;165520;1067237;4439363;1669301
2312403;2021;8633637;1572053;7061584;47518;5247500;1454218;312348
3151800;2021;8531692;1505656;7026036;78108;2047213;3827422;1073294
4216206;2021;8516095;1749819;6766276;37018;3145485;3222746;361027
3524006;2021;8423279;1936037;6487242;90568;2380932;3601853;413889
3504107;2021;8361032;1442073;6918960;305860;1833696;4034661;744743
3122306;2021;8331346;1113360;7217986;109940;2215246;3804147;1088653
4109401;2021;8309342;1140287;7169055;770157;1708289;3818260;872350
3503901;2021;8293370;1611799;6681571;44134;1393205;4787584;456648
4309308;2021;8284804;3035222;5249582;68927;1766358;2809353;604944
3523404;2021;8245498;1502895;6742602;840130;2385198;2904493;612782
2933307;2021;8215793;1169366;7046427;188038;1221724;4314800;1321865
4211900;2021;8208640;1731809;6476832;51110;1158609;4244352;1022761
3170701;2021;8093810;1842340;6251470;88572;1549576;3920910;692411
2408003;2021;8071762;1173281;6898481;184225;1285190;3766148;1662918
3203205;2021;8036008;1142398;6893610;393611;2824723;2710113;965162
5211909;2021;7996737;770748;7225989;2484525;1518942;2690817;531705
2611101;2021;7994036;987725;7006312;835938;916340;3494359;1759674
3556206;2021;7969200;1612246;6356954;57998;1796026;3845353;657577
4119152;2021;7963215;1814279;6148936;4480;1783695;3693156;667604
3507605;2021;7954300;1171714;6782586;99838;1987758;3946314;748676
3518404;2021;7877882;1556955;6320927;49627;2657654;3075538;538108
3545803;2021;7825507;1160884;6664623;37206;2030517;3641483;955416
2105302;2021;7693511;1106471;6587039;55440;1213083;4091562;1226954
3161908;2021;7603851;172851;7431000;12551;5826650;1415043;176757
4302105;2021;7498499;1205111;6293389;104329;2456585;2985349;747125
4201307;2021;7487636;2534435;4953201;101624;2605715;2001609;244253
4127700;2021;7482485;888453;6594032;856166;1884843;3121571;731452
3127701;2021;7382837;854895;6527942;65863;848739;4131475;1481865
3140001;2021;7367378;199338;7168041;18556;5067056;1648747;433683
4202008;2021;7357101;825468;6531633;22555;801990;4537099;1169989
2919207;2021;7322778;1260402;6062376;2470;1170530;3889446;999930
3147006;2021;7198617;361912;6836705;1133352;3309468;1867838;526047
3551702;2021;7109022;1001276;6107745;86717;2110801;3249541;660685
2903201;2021;7006121;709235;6296886;2001022;949590;2696644;649630
5107875;2021;6978731;347609;6631122;5004239;354858;1047230;224795
5107040;2021;6965242;764156;6201086;2198721;851697;2655242;495426
3503307;2021;6942567;913886;6028681;174529;1569122;3673554;611476
3133709;2021;6934792;122137;6812655;34264;5451969;1247238;79184
5102637;2021;6910453;485097;6425356;3914050;611567;1603445;296294
3302254;2021;6893431;2437034;4456398;6492;2061683;2020753;367470
5105259;2021;6891564;679992;6211572;1953082;1486392;2264781;507317
4307005;2021;6882611;1102798;5779813;154750;2043872;2980182;601009
3530706;2021;6865386;948577;5916809;269942;1916750;3010575;719541
3510609;2021;6854706;651003;6203703;332;911393;3961459;1330519
2403251;2021;6845403;1163050;5682353;84031;577662;3470194;1550466
2906501;2021;6819267;1279489;5539778;16367;2661708;2409106;452598
3204302;2021;6811825;59765;6752060;79636;5314481;1210280;147663
3527108;2021;6763890;881694;5882196;70627;3089441;2421186;300941
3203320;2021;6659696;89711;6569985;114908;4862745;1268548;323783
4209300;2021;6576476;766854;5809622;240400;1298764;3379893;890565
4303103;2021;6458476;1239040;5219436;977;1448295;2967066;803098
3300407;2021;6449309;692595;5756714;70860;1292424;2974224;1419206
1506807;2021;6390528;866964;5523564;442113;563907;3180360;1337184
3522307;2021;6359723;772390;5587332;411250;1394943;3095971;685169
3306008;2021;6348173;848088;5500085;17386;2831278;1907634;743787
2930709;2021;6334359;1357830;4976529;11985;2200227;2170577;593739
3303401;2021;6324935;662874;5662061;130267;768817;3169034;1593943
3530805;2021;6313564;1094350;5219214;215753;1540840;2918109;544512
2101400;2021;6307610;847088;5460522;1893662;251291;2906431;409137
3201209;2021;6146964;806065;5340899;80565;1531965;2727955;1000414
3148004;2021;6145130;687875;5457255;671617;1011587;2997759;776292
4211306;2021;6142276;1585556;4556720;138103;1013184;2910277;495156
3551009;2021;6121259;440508;5680751;4376;510075;3598070;1568230
5106224;2021;6036784;526577;5510207;2572710;996684;1580181;360631
3304151;2021;5996913;73345;5923568;33197;4343048;1194820;352504
3507506;2021;5979359;605107;5374252;165588;1498003;3160156;550504
3508405;2021;5961333;1129016;4832318;35186;1863557;2651030;282544
3305802;2021;5923947;641088;5282859;360917;540711;2896463;1484768
2700300;2021;5915938;661844;5254094;1159463;466659;2675378;952594
3505500;2021;5903516;564829;5338687;251329;1315472;3146638;625248
2928901;2021;5845432;220941;5624491;4191028;353530;888740;191193
3103504;2021;5837823;673599;5164224;539102;1882450;2145326;597346
2609600;2021;5788250;695035;5093215;3884;633838;2887532;1567961
3200409;2021;5764148;140190;5623958;40269;4238344;1094492;250853
4312401;2021;5752330;1136444;4615886;130558;2376131;1700793;408404
5103502;2021;5746922;287046;5459876;4006059;328698;944474;180646
3202801;2021;5744186;107127;5637058;116500;4062152;1096322;362084
4104204;2021;5733422;905643;4827779;122164;2000364;2061189;644062
4105805;2021;5694200;837135;4857065;120834;1384809;2270746;1080675
3301900;2021;5640738;580794;5059944;17169;649532;2458243;1935000
1508100;2021;5614501;153508;5460994;73737;4178636;617834;590787
3168705;2021;5611339;728712;4882627;1663;3162686;1275599;442678
4311403;2021;5596169;959741;4636428;25702;1374061;2761479;475185
2610707;2021;5591652;758639;4833013;14675;796496;2620163;1401680
5107958;2021;5585259;643796;4941463;1448813;735980;2044547;712122
3525300;2021;5582395;630700;4951695;125735;878277;3302758;644925
5212501;2021;5435386;503401;4931984;689769;1508965;1794387;938863
2312908;2021;5395130;553434;4841696;51617;1228331;2596111;965637
3529302;2021;5356571;790368;4566204;75388;2091849;2049721;349245
5211503;2021;5324330;681817;4642513;391457;1546823;2118862;585372
3200607;2021;5313106;734808;4578298;79986;2627038;1304694;566580
3157807;2021;5290589;691072;4599518;4236;1731522;1844721;1019039
1702109;2021;5239050;723122;4515928;112274;521090;2540744;1341819
3511102;2021;5218361;508258;4710104;53856;910267;3239255;506725
3508504;2021;5214553;852091;4362463;23144;1890323;2018774;430222
4310207;2021;5190378;632788;4557590;461043;1147433;2332807;616308
3154606;2021;5181711;741264;4440447;4918;649676;2325690;1460163
2918407;2021;5181529;688351;4493178;377813;666727;2484915;963723
2913606;2021;5163623;957654;4205969;172100;1275855;2096743;661272
3501905;2021;5152156;722355;4429800;120904;2105977;1830744;372175
4104303;2021;5147486;688121;4459365;358932;1138559;2496045;465829
2307304;2021;5114793;621911;4492882;31925;423899;2988186;1048872
3133808;2021;5084952;875706;4209246;43731;2167102;1536980;461433
3554003;2021;5076193;631553;4444640;154857;1324244;2439455;526084
3115359;2021;5032358;39337;4993020;7502;4069100;874614;41804
4103701;2021;5030074;799180;4230894;351441;1303761;2077444;498249
5006606;2021;5024604;607578;4417027;1701865;376553;1693790;644818
5102678;2021;4993082;342327;4650755;2685845;499112;1148956;316842
4101507;2021;4954206;636050;4318156;373978;1385058;1960184;598936
3526803;2021;4924228;674467;4249761;97655;1872223;1952287;327596
4127106;2021;4913583;368005;4545578;297368;2683086;1180611;384513
3522208;2021;4909299;669250;4240049;26749;767377;2720394;725529
3525003;2021;4908360;865138;4043222;729;1244035;2246180;552277
3509007;2021;4858858;768836;4090022;4924;1735181;1894173;455745
3136207;2021;4851241;561272;4289969;3795;2435591;1442291;408291
4218707;2021;4816733;508436;4308298;73585;856135;2842984;535594
3502754;2021;4814504;1060038;3754466;1761;1504367;2112508;135830
3305554;2021;4777037;855813;3921224;18303;666095;2493586;743241
3302502;2021;4765844;332822;4433022;65818;536856;1854252;1976097
5220454;2021;4765089;857310;3907779;22250;1435509;1710283;739737
3522604;2021;4756331;658596;4097735;76929;1922953;1743951;353902
3515707;2021;4740673;583989;4156685;3345;1554619;1877666;721054
1502400;2021;4709312;838134;3871178;140846;642824;2195383;892125
4203006;2021;4702908;709303;3993605;207717;1946839;1441622;397427
4215802;2021;4697015;577679;4119336;64366;1915389;1657435;482146
3109006;2021;4624938;372254;4252684;31032;2875454;1035614;310584
4306106;2021;4609384;702726;3906658;776890;418956;2347106;363706
2911105;2021;4608377;167310;4441067;3398632;145698;762275;134461
5206206;2021;4602318;348170;4254148;2359812;357517;1198505;338314
4204301;2021;4559276;550438;4008838;312111;1115347;2177177;404203
2616407;2021;4551843;872823;3679021;124020;1100865;1816037;638099
4118501;2021;4548297;672558;3875739;408866;744841;2254089;467944
2900702;2021;4532743;801849;3730895;123134;1169108;1814418;624234
3510500;2021;4532236;298116;4234120;14037;976219;2522465;721398
4307906;2021;4398447;806962;3591486;197884;1454550;1555707;383345
3201506;2021;4378306;497938;3880368;127943;1130284;1964309;657832
3304144;2021;4361718;569788;3791931;3473;865869;1737459;1185130
4323002;2021;4335050;382021;3953029;239233;682027;1744915;1286854
3170404;2021;4319563;382411;3937152;1610992;323552;1534271;468336
3531803;2021;4317764;680978;3636786;88147;2105531;1150538;292570
3516408;2021;4297871;477406;3820464;4528;1336799;1871368;607769
1505502;2021;4280508;423694;3856815;433733;1596137;1267572;559373
5107065;2021;4259440;340334;3919107;2209267;221941;1319744;168155
3304110;2021;4245742;1359733;2886009;4902;1749295;885169;246644
3300209;2021;4234265;362327;3871938;59721;1071338;1557788;1183091
1100122;2021;4231113;719632;3511482;206345;502877;1926121;876139
1508357;2021;4230778;32028;4198749;107918;3865940;84357;140535
3205101;2021;4227568;1183023;3044545;23017;586594;2058105;376829
1100304;2021;4215046;681826;3533220;674880;368863;1712225;777252
4320008;2021;4204060;554127;3649933;6545;1366829;1455491;821068
3156700;2021;4201730;349567;3852163;3156;1846009;1400188;602811
2914802;2021;4200814;506962;3693852;36544;540553;2283356;833399
4205902;2021;4156791;628993;3527797;29665;1404848;1718321;374963
3549102;2021;4135190;497234;3637955;125955;943017;2146778;422206
3118007;2021;4115644;316547;3799097;3825;2343552;1038151;413568
3512407;2021;4107826;635854;3471973;60274;1298662;1915958;197079
4128104;2021;4103804;483605;3620199;152985;689558;2242017;535638
3526704;2021;4101867;617609;3484258;111182;983962;1929159;459955
3504008;2021;4082516;476753;3605763;56957;675200;2381901;491705
3506102;2021;4080485;589814;3490670;117188;535906;2466710;370866
5005400;2021;4048673;539832;3508841;1611912;199643;1356099;341187
3147105;2021;4025297;637160;3388138;128982;1134222;1660968;463965
3533403;2021;4020494;701618;3318876;11172;1199729;1791037;316938
3501152;2021;3982313;833685;3148628;1155;2236918;793351;117203
3556503;2021;3965839;556356;3409483;2911;1326934;1594687;484951
2924009;2021;3965326;192268;3773058;31769;2335919;884844;520526
3534708;2021;3961571;408827;3552744;53262;579224;2399698;520560
3506508;2021;3947388;418990;3528399;80294;720788;2179371;547945
3557006;2021;3919236;535740;3383496;3661;932430;1897868;549536
5003207;2021;3907866;325814;3582052;552127;899685;1213963;916277
3546702;2021;3895818;689271;3206547;11776;2307248;723287;164236
3543303;2021;3891003;549340;3341662;1771;868340;1974790;496761
3527207;2021;3876663;470158;3406506;18506;1316996;1702224;368780
4101408;2021;3874314;417620;3456693;281831;834992;1691724;648145
3557105;2021;3862540;413499;3449041;63921;720558;2277198;387363
2301000;2021;3854310;1003376;2850934;94738;974396;1347196;434603
4304705;2021;3846847;678253;3168594;253866;381382;2185543;347804
2100055;2021;3828780;456077;3372703;492701;1393406;971179;515417
3134202;2021;3797932;481013;3316919;400382;762873;1645158;508506
3522406;2021;3788992;327800;3461193;991509;477193;1560790;431701
3539806;2021;3769347;510847;3258500;3514;1004375;1688507;562105
2925303;2021;3767887;344006;3423881;197896;277767;2243256;704963
3540606;2021;3754666;892564;2862101;227393;861157;1505564;267988
4307708;2021;3749878;600854;3149024;3288;858326;1719596;567814
4301602;2021;3748409;375475;3372934;398452;422683;1781936;769862
4317202;2021;3732037;529012;3203025;258499;925505;1562771;456251
4322608;2021;3732030;557870;3174160;279546;1116190;1374331;404093
5007208;2021;3731046;293138;3437908;1255137;1159549;731530;291692
4322400;2021;3717091;300481;3416610;927382;310419;1454885;723923
4108403;2021;3694721;431063;3263658;335289;701823;1762629;463918
4214805;2021;3689822;487943;3201879;31947;765542;1987460;416930
3148103;2021;3678404;369287;3309116;884670;392231;1564521;467694
4207502;2021;3675475;516277;3159199;26630;1340329;1412663;379578
1502772;2021;3667341;49045;3618295;108750;3061790;337598;110158
1718204;2021;3649421;827379;2822042;504037;594708;1268067;455230
4104907;2021;3631342;462358;3168984;778117;756487;1229512;404868
4319901;2021;3615584;418625;3196958;9686;1531903;1187849;467520
3524303;2021;3601183;435489;3165694;247870;697109;1831273;389442
4303905;2021;3600068;689173;2910895;2915;1385783;1091220;430976
2304285;2021;3577747;750204;2827544;24767;928727;1503329;370720
4122404;2021;3575090;426371;3148719;267983;1201524;1328045;351167
3169901;2021;3573940;451171;3122768;32833;1162924;1455566;471445
4303004;2021;3542693;318601;3224092;972404;478214;1327159;446315
4304804;2021;3529578;786823;2742756;82339;1713025;769588;177804
3105608;2021;3523135;456775;3066360;158244;588802;1713451;605864
4207007;2021;3521296;425056;3096240;121901;1133557;1545288;295494
3101607;2021;3485867;522563;2963304;285844;507199;1759700;410561
2606804;2021;3471427;565673;2905754;65720;1118978;1156041;565015
4219309;2021;3455717;460191;2995526;266365;990731;1432459;305971
3550605;2021;3450779;499915;2950864;45529;602986;1906386;395963
2704708;2021;3409483;874514;2534969;175567;1291988;748223;319191
2500601;2021;3399775;812895;2586880;30131;184986;2234854;136909
3302205;2021;3394972;322566;3072406;79778;485133;1639590;867905
3507001;2021;3393229;503710;2889519;29902;1115746;1412349;331521
1301209;2021;3380278;113867;3266411;113910;2000960;615214;536328
4109807;2021;3313526;628590;2684936;121602;603668;1660125;299541
4107652;2021;3312466;705315;2607151;37786;830209;1229575;509582
3539301;2021;3312332;483331;2829001;128540;592377;1720941;387142
5102686;2021;3302547;149862;3152685;2203536;452793;418819;77537
4300604;2021;3302248;343250;2958997;1326;475711;1415567;1066393
5213103;2021;3288692;298112;2990580;1029207;441774;1125797;393803
3132404;2021;3288441;588791;2699650;16019;811051;1420387;452193
2909307;2021;3280079;226438;3053641;1923038;190683;745903;194016
3504503;2021;3278922;332141;2946781;154850;483492;1879750;428689
3139409;2021;3278527;441401;2837126;176179;692368;1538727;429852
5106240;2021;3270201;154615;3115586;2465115;91088;454603;104780
5208004;2021;3247792;378340;2869452;246645;550530;1483744;588532
4322509;2021;3245665;349601;2896065;882934;326464;1287633;399034
2804805;2021;3232698;496635;2736062;7125;479814;1275837;973287
3302601;2021;3211900;200473;3011427;20401;126012;2297233;567781
1100023;2021;3209761;420195;2789566;293001;406329;1307930;782306
5007901;2021;3207170;351073;2856097;1333078;286665;826592;409762
3129806;2021;3203506;278747;2924760;2938;1180642;895131;846049
2910727;2021;3203016;416971;2786045;193028;781606;1328522;482889
3513405;2021;3182373;504401;2677972;12250;964748;1342170;358803
4317509;2021;3180262;358211;2822051;332632;469692;1604724;415002
4118402;2021;3179966;347276;2832689;363906;583759;1447230;437794
2918001;2021;3176446;432213;2744233;77838;389260;1649688;627447
4313904;2021;3167743;382557;2785186;263177;1330220;929972;261816
2503209;2021;3152546;656509;2496037;4911;548544;1510450;432132
3169356;2021;3151633;400975;2750658;88355;1955697;518723;187883
3306107;2021;3122612;289458;2833154;71900;1166621;980439;614194
1500602;2021;3120219;339056;2781163;429744;443335;1337699;570385
3118304;2021;3118549;279658;2838890;21354;642204;1555904;619428
5006200;2021;3084594;365988;2718606;879100;558581;920155;360770
4300406;2021;3079871;215109;2864762;1129605;260841;1042679;431637
1503606;2021;3078558;355131;2723427;166186;753401;1316595;487246
2606002;2021;3077112;405252;2671860;104364;308913;1630539;628044
3536703;2021;3066261;581327;2484934;116145;1125487;1031295;212007
4311809;2021;3060013;424125;2635889;398072;982152;985663;270001
3303203;2021;3059486;232531;2826955;0;164559;1464892;1197505
2110302;2021;3055591;108649;2946942;16896;2749058;85945;95043
2910057;2021;3050432;399431;2651001;3958;1646804;677696;322543
3530508;2021;3043692;364475;2679217;216965;752041;1389338;320873
4105508;2021;3039868;317654;2722214;308192;731732;1273834;408456
3147907;2021;3024709;306020;2718688;310026;305282;1580739;522642
3171204;2021;3020537;537997;2482540;1174;779300;1058734;643332
