cod. ibge;ano;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
4305132;2021;90158;2956;87202;35784;3880;17471;30068
3144359;2021;90048;5845;84204;4458;4223;38387;37136
1717206;2021;89940;1298;88642;54669;1430;6323;26219
2515401;2021;89888;3198;86690;4336;3050;19230;60074
2201408;2021;89830;5341;84489;17836;9563;20246;36844
3150406;2021;89821;5526;84295;23567;10099;24244;26385
2933406;2021;89606;5524;84082;14570;5599;25859;38053
2803708;2021;89535;5492;84042;15541;4618;21543;42341
2915403;2021;89528;2534;86994;35340;4312;15375;31967
3165578;2021;89448;4824;84624;18774;3401;31183;31266
4210852;2021;89435;4678;84757;31814;17259;17611;18073
1711951;2021;89429;2078;87351;42219;1450;8511;35171
4315057;2021;89349;4663;84686;44034;1950;20167;18536
3160801;2021;89310;3567;85743;27791;4037;24825;29090
5221007;2021;89299;5071;84228;27217;12342;22221;22448
5103957;2021;89234;4960;84274;44368;3678;13610;22617
2615904;2021;89139;5695;83444;8237;5723;28293;41191
2109403;2021;89108;1637;87471;10859;2986;13736;59889
1707553;2021;89100;8258;80842;24583;3427;23418;29414
3104809;2021;89041;7165;81876;17997;3213;33740;26926
5203962;2021;88900;3096;85804;6817;48900;8913;21174
2412807;2021;88676;4166;84510;13206;3755;20342;47206
3110103;2021;88656;4181;84475;28005;3064;24716;28690
3103603;2021;88542;2008;86534;45681;4307;17764;18781
2107209;2021;88539;2850;85689;4938;3815;16687;60249
2928950;2021;88481;5216;83265;12709;6413;26885;37259
4218954;2021;88451;2321;86130;46234;3276;18276;18344
4312179;2021;88446;2165;86280;56533;2399;11894;15454
2401602;2021;88430;2614;85817;5428;31441;10398;38550
5212600;2021;88293;2725;85569;51289;3778;13779;16722
4209177;2021;88232;6524;81707;29350;15563;19179;17615
4215752;2021;88157;5349;82808;30720;15765;18977;17346
3532108;2021;88027;3272;84755;26037;2087;28329;28301
1600253;2021;87891;2208;85683;11716;2496;9179;62292
2407005;2021;87827;3371;84456;1866;2330;20589;59671
4111308;2021;87760;10341;77419;14295;8834;35781;18509
2701357;2021;87759;1720;86038;29740;1842;16164;38293
5209804;2021;87743;3530;84213;42688;3332;18012;20181
4106555;2021;87695;5561;82134;32051;3605;24934;21544
3170602;2021;87637;2910;84727;43269;3675;18987;18795
5219605;2021;87563;4416;83147;36264;2572;20680;23631
2516805;2021;87468;4107;83361;9613;3211;21387;49150
3130655;2021;87312;2431;84881;24823;7344;16261;36453
2508000;2021;87266;3495;83771;9432;3746;19084;51509
4305587;2021;87209;4254;82954;35744;9887;15813;21511
3115706;2021;87071;5862;81209;7155;3506;36084;34464
3520608;2021;86968;4099;82869;18006;3922;33370;27571
2304608;2021;86963;6973;79990;8641;2373;26864;42113
2103901;2021;86926;3804;83122;11939;2988;19932;48264
4310652;2021;86738;3327;83411;42314;3417;17029;20650
2105807;2021;86662;3001;83661;9916;4354;18823;50569
4320651;2021;86630;4096;82534;39602;4195;18826;19911
2514453;2021;86595;1759;84835;6117;29104;13529;36086
3105301;2021;86583;6357;80226;7068;7854;34847;30457
2107001;2021;86501;3264;83238;27937;3356;17210;34735
2107258;2021;86441;2506;83935;40763;2533;13909;26730
5214101;2021;86417;4132;82285;42209;2402;16549;21125
2405009;2021;86390;4078;82312;6103;3671;19725;52813
4302378;2021;86279;3716;82563;41337;3421;18498;19308
2906899;2021;86202;5425;80776;13655;5083;24341;37698
2110807;2021;86169;2772;83398;45018;3139;13132;22109
2202059;2021;86134;3732;82402;8978;5104;16481;51839
5209408;2021;86085;5438;80646;26374;12526;16820;24926
1718709;2021;85928;1988;83940;49060;1876;8525;24479
3516804;2021;85828;4322;81506;21817;4534;31817;23337
1302108;2021;85809;3937;81871;16663;6036;21850;37323
2313252;2021;85682;2786;82896;19124;3296;18272;42203
3160108;2021;85672;16917;68756;10803;12421;20636;24896
2606705;2021;85527;3184;82343;17815;2186;17772;44570
3149606;2021;85506;4453;81054;29328;4742;23166;23817
5215207;2021;85234;3874;81360;43599;2708;17483;17569
4323606;2021;85228;5948;79280;43156;3168;16574;16381
4218855;2021;85123;3452;81671;35505;5736;21607;18823
2100105;2021;85068;2059;83009;34865;2623;14429;31093
1717008;2021;85006;2925;82080;33421;2672;10967;35021
2906105;2021;84960;3115;81845;15403;4710;19850;41883
4211892;2021;84935;2110;82825;48032;2388;14474;17931
2405306;2021;84900;4562;80338;3235;3843;17636;55624
2501708;2021;84815;2050;82765;29865;2767;12379;37753
1715101;2021;84723;4532;80192;27014;2521;15340;35317
5204557;2021;84638;7008;77630;23979;4725;24251;24675
1600550;2021;84589;1353;83235;18978;1758;6833;55666
2412104;2021;84586;5633;78954;19648;3161;19201;36943
4201109;2021;84556;3496;81060;30441;5422;23866;21332
2109205;2021;84499;1876;82623;17924;2360;13183;49156
2405207;2021;84499;3262;81236;4414;24352;16287;36184
2801108;2021;84436;4931;79506;33968;3699;12785;29053
2310951;2021;84230;3170;81060;17675;2794;17209;43382
2104651;2021;84191;2342;81849;23343;2317;13823;42366
3123403;2021;84134;8664;75470;13217;32907;14748;14597
4110052;2021;84007;4164;79843;38942;4563;18870;17468
2105948;2021;83998;4660;79338;14332;4200;25897;34908
2602506;2021;83879;3036;80842;5968;13459;18541;42874
5209606;2021;83875;4415;79460;37701;3221;16761;21777
2412401;2021;83855;7199;76656;12666;10076;22957;30957
3116506;2021;83730;3405;80325;16942;3973;21620;37791
5103809;2021;83626;5126;78500;32737;5800;13340;26624
5106851;2021;83561;3779;79782;36153;7489;9962;26178
2111573;2021;83552;4145;79407;36720;1991;17916;22780
2508208;2021;83537;3627;79910;9038;2804;20874;47194
3144672;2021;83428;1655;81773;43469;2499;14950;20854
2603926;2021;83423;3397;80025;7658;1394;15858;55115
4217758;2021;83386;4312;79074;36760;6051;19596;16668
3127206;2021;83333;5157;78176;15041;11782;21975;29378
3115458;2021;83289;6278;77011;5941;1975;32979;36116
5218706;2021;83216;7915;75300;12047;3612;32239;27403
5212006;2021;83148;3248;79900;37007;4204;17526;21162
3120607;2021;83098;4612;78487;14633;8539;26461;28853
1507961;2021;83046;2391;80655;8621;2699;14744;54591
3531704;2021;83030;7338;75692;4867;10007;36350;24468
2204204;2021;83027;4542;78484;7629;4972;21497;44387
3169505;2021;82915;2907;80009;15729;3596;24722;35962
2407302;2021;82890;3945;78945;9625;2720;19383;47216
2306207;2021;82855;5216;77639;9883;3875;23458;40423
3146404;2021;82825;4590;78235;25695;2604;24856;25081
2901809;2021;82702;3813;78889;7883;4956;22015;44035
4315453;2021;82687;2844;79842;48501;3140;12856;15345
1718451;2021;82663;6770;75893;25069;7808;18569;24447
2515005;2021;82626;3695;78931;21896;2893;13691;40451
4316428;2021;82615;3628;78987;38776;2647;17594;19970
1710706;2021;82611;1928;80683;22952;2905;9790;45036
3201803;2021;82578;3312;79266;27970;5005;18414;27877
3135076;2021;82540;2408;80132;30172;5191;16648;28121
2204808;2021;82417;4276;78140;7746;5069;19032;46293
3122207;2021;82295;3493;78803;12791;1710;26580;37721
2514909;2021;82238;4417;77821;11361;5401;19374;41685
2200459;2021;82125;5839;76286;22668;3198;20091;30328
2403400;2021;81977;5907;76070;1959;11891;21595;40624
2509156;2021;81944;6468;75475;4720;4636;28343;37776
3105707;2021;81927;6483;75444;15599;4259;26506;29080
2915908;2021;81912;3101;78811;6101;12440;20077;40193
3515905;2021;81886;3168;78718;29772;4783;24274;19889
3167806;2021;81877;3219;78658;17220;4346;26138;30953
3164100;2021;81787;5748;76039;13280;9835;26392;26532
3121308;2021;81745;5536;76209;8993;17858;22674;26684
4310702;2021;81706;3035;78672;36841;3600;14348;23882
3529658;2021;81615;3120;78495;43034;3124;16358;15979
5202601;2021;81573;5316;76257;27653;10984;20250;17370
4114351;2021;81482;3548;77933;47357;3651;9668;17257
4312443;2021;81465;3810;77655;33149;3620;17330;23555
2406304;2021;81382;3691;77692;9881;2793;17204;47814
3162575;2021;81243;4682;76562;7833;8006;29507;31216
2803104;2021;81127;5757;75370;20040;5229;17566;32535
3166006;2021;81083;3654;77429;15272;2374;30182;29601
3117405;2021;81016;1781;79235;21269;19792;12942;25233
2705408;2021;80981;3682;77299;9290;7027;17389;43593
3515657;2021;80954;3638;77316;36213;3402;23174;14526
2612109;2021;80938;2951;77987;5196;1847;17333;53611
2616100;2021;80931;3136;77795;5202;3221;19474;49898
2907400;2021;80901;11808;69093;8855;3392;38274;18572
4311791;2021;80816;3456;77360;34016;4254;16322;22768
2204907;2021;80798;4228;76571;10748;2882;18849;44091
2205524;2021;80794;1918;78876;9293;23545;13309;32729
4301925;2021;80747;2165;78582;52726;1288;8897;15670
2304277;2021;80690;2699;77991;20726;2512;17845;36908
3548401;2021;80653;4891;75763;11205;3839;36716;24003
2923308;2021;80644;2833;77811;5784;14844;18246;38936
2920304;2021;80639;4254;76385;12253;4301;23913;35917
3114808;2021;80638;4301;76336;23841;4485;23289;24721
4108106;2021;80584;4183;76401;25786;6937;23534;20145
3160900;2021;80505;6311;74195;3712;3377;38860;28245
3120870;2021;80453;3331;77122;10329;4655;22142;39996
2305100;2021;80396;3828;76568;9979;3213;32717;30660
4119251;2021;80255;3364;76891;30967;6084;22606;17234
3107208;2021;80221;3922;76299;18012;4749;25665;27873
3111903;2021;80138;4186;75952;16528;4022;25851;29551
3126802;2021;80106;2753;77354;23887;2452;18633;32382
3156502;2021;80085;2411;77674;10702;15604;17735;33633
2511103;2021;80075;3733;76341;6478;10165;14013;45686
3115003;2021;80004;2392;77612;35711;2846;16366;22689
2409704;2021;79996;6116;73880;4115;2807;17562;49396
2902302;2021;79976;3029;76947;16394;3281;18961;38312
2610103;2021;79959;1783;78176;17351;2171;15334;43319
2903300;2021;79914;2338;77576;24719;2956;17193;32708
3536901;2021;79887;3358;76529;33441;3677;19568;19843
2508802;2021;79659;2743;76916;4095;25743;14589;32489
3135456;2021;79480;5631;73849;13510;1563;21590;37186
2924702;2021;79408;3674;75733;6369;4493;24645;40226
3123502;2021;79333;4789;74544;28396;12366;16354;17427
2924900;2021;79205;3581;75624;13004;3410;20084;39126
3515129;2021;79175;2692;76483;25691;5697;22515;22580
4200754;2021;78990;4443;74547;31861;9183;16669;16835
2300804;2021;78953;4566;74388;5681;2950;25682;40074
3544400;2021;78950;2499;76451;33639;3548;18348;20915
2410207;2021;78934;3880;75054;2476;6033;21021;45524
4306759;2021;78890;5928;72962;27781;11112;18028;16040
2901502;2021;78758;3946;74812;5371;4112;21302;44027
2921609;2021;78667;3216;75451;16404;3689;19478;35880
3533254;2021;78660;2906;75754;16046;2315;27496;29897
1706258;2021;78645;2331;76314;47272;1744;8560;18737
2921450;2021;78632;3100;75531;14492;3451;20133;37455
4205431;2021;78629;4031;74598;26169;6717;22909;18803
2103109;2021;78602;2565;76037;14621;2246;15515;43655
2502003;2021;78557;5452;73105;8248;2953;18293;43611
2403202;2021;78557;4146;74411;5559;1493;19756;47604
2206803;2021;78547;2570;75976;5514;2999;15441;52022
2606309;2021;78432;3138;75294;15881;2907;17138;39368
2203271;2021;78394;11079;67315;6068;19981;8395;32870
3150901;2021;78368;5046;73323;9423;12799;23088;28012
2919058;2021;78352;4738;73614;11827;3867;22937;34984
2907558;2021;78262;3034;75228;12918;5774;17874;38663
2210656;2021;78161;2885;75276;7993;2721;15627;48934
4109104;2021;78150;2807;75343;42793;2578;12354;17617
4321626;2021;78087;2951;75136;38219;12164;7632;17121
2900504;2021;78063;2797;75266;7236;6070;20590;41370
2203404;2021;78045;6097;71947;5597;4203;26460;35687
2409332;2021;78032;6792;71241;3376;2107;29354;36403
3128253;2021;78027;2181;75846;30401;1974;14215;29255
2914208;2021;77979;8781;69198;5235;3062;30499;30403
2903102;2021;77901;2249;75652;26265;3872;15312;30204
2703700;2021;77882;1239;76643;31108;1985;11590;31959
3126505;2021;77814;2514;75300;6873;1310;22320;44797
3129905;2021;77638;4261;73376;26006;3966;23124;20280
3153707;2021;77631;3591;74039;30618;2704;18100;22617
3111705;2021;77460;2544;74916;30615;2233;15759;26309
3135357;2021;77423;3591;73832;5883;3169;24513;40267
5221577;2021;77418;3823;73595;35906;1840;15916;19933
2904803;2021;77401;2339;75062;24243;3179;16354;31286
3141504;2021;77396;3764;73632;9915;5729;25892;32096
3541109;2021;77333;3052;74281;24089;3405;24926;21861
3170578;2021;77331;5456;71875;4868;3692;29898;33417
2205557;2021;77314;3830;73484;5486;3448;17305;47244
5108352;2021;77155;5146;72009;32076;1418;11501;27015
2925931;2021;77083;3110;73972;8242;4618;22829;38283
3157401;2021;76965;3619;73346;12234;19991;14992;26128
2413003;2021;76922;4857;72065;6676;5155;18729;41505
2210938;2021;76888;4098;72790;18164;3649;16893;34084
3142304;2021;76842;6630;70211;3906;4506;34832;26967
2505006;2021;76814;2636;74178;8562;3451;16498;45667
4301073;2021;76784;3695;73089;32441;2805;14103;23740
2910305;2021;76733;3253;73480;15042;4051;19544;34843
1503002;2021;76730;3404;73326;6823;2844;17200;46459
1705557;2021;76524;6389;70136;11156;3497;19784;35698
3528908;2021;76482;1782;74699;29657;3687;20335;21020
2911501;2021;76467;2385;74082;20065;2953;15985;35079
3120151;2021;76419;1644;74775;24758;1449;13650;34918
2507408;2021;76303;3301;73002;8598;3756;18055;42593
2506251;2021;76211;1842;74368;11060;1869;13314;48125
2109304;2021;76191;2862;73329;5041;2033;14784;51472
2927903;2021;76184;4455;71729;3590;5084;24589;38467
3514924;2021;76051;4294;71757;15320;2723;29479;24235
4213906;2021;75919;5165;70753;31305;2815;19769;16864
5220702;2021;75917;2530;73387;44303;2298;9870;16916
3108503;2021;75753;2803;72950;11421;12352;16153;33024
3125606;2021;75707;2453;73254;9273;1365;23274;39341
2105450;2021;75706;2419;73287;17338;2270;12499;41179
3507753;2021;75675;4412;71263;22315;3599;24671;20678
2504033;2021;75638;3494;72144;10683;2871;18282;40308
1703602;2021;75634;11159;64476;13936;1408;28037;21095
2615102;2021;75618;2362;73256;12959;3128;14736;42434
2205581;2021;75615;7099;68516;4219;14236;25657;24403
3126604;2021;75609;3971;71638;22579;2663;16823;29573
4206751;2021;75603;3974;71630;36937;7322;11340;16031
2922854;2021;75597;2844;72752;11345;3691;18754;38962
2308807;2021;75575;2587;72988;13677;2159;18413;38739
2205854;2021;75141;2368;72773;6476;2456;13554;50288
3144375;2021;75129;4560;70569;16416;2939;28561;22654
4200051;2021;75124;3508;71616;29846;3426;16047;22297
2203008;2021;75069;3140;71929;17353;2116;11827;40633
4313466;2021;75033;2778;72254;39697;2606;13183;16768
1713700;2021;75004;1805;73199;43077;1550;7016;21556
3140209;2021;74979;6296;68684;12088;12850;24747;18998
3505005;2021;74956;2209;72748;28043;2888;21295;20522
2703403;2021;74940;1395;73545;23138;2004;12775;35629
2206696;2021;74909;2293;72616;9326;2501;12528;48260
4311429;2021;74874;2621;72253;35159;5288;10851;20954
3159308;2021;74817;3861;70956;14376;2046;26912;27622
5207501;2021;74794;5122;69671;24612;4728;18854;21478
4107124;2021;74746;2413;72333;36853;2359;12166;20955
4313441;2021;74728;2854;71874;39001;1546;13684;17642
2503803;2021;74706;5288;69419;6366;5904;21939;35210
2300606;2021;74654;2572;72082;9574;2561;19194;40753
4305157;2021;74561;1836;72725;41836;1578;9863;19448
2705309;2021;74500;1439;73061;27574;1470;13082;30935
5107883;2021;74485;2720;71766;44730;1379;7431;18225
5205703;2021;74372;3354;71018;36399;3783;14243;16593
2901957;2021;74300;2519;71781;14504;3884;17796;35597
4314548;2021;74285;8968;65316;21671;7831;15656;20159
3507209;2021;74195;5916;68279;13496;23467;19788;11529
2505238;2021;74110;3078;71033;9636;2906;16188;42302
2110237;2021;74107;3194;70913;5895;3068;15498;46451
2616183;2021;74060;2866;71194;3059;7975;17837;42324
3120839;2021;74054;4206;69848;12701;3701;24985;28461
3526308;2021;73967;3268;70699;11329;3548;30228;25594
3121001;2021;73964;3205;70760;16494;2909;21325;30032
3507456;2021;73943;4802;69141;22762;3666;20404;22310
2207207;2021;73909;4035;69874;7512;5150;18890;38322
2404903;2021;73782;5471;68312;6546;2926;22671;36169
3125408;2021;73739;2717;71021;21636;1867;19907;27611
4202578;2021;73695;3034;70661;31422;5716;16617;16906
3555307;2021;73692;2185;71506;37999;3097;15558;14853
1720101;2021;73590;3145;70444;16584;1700;11641;40519
2200053;2021;73561;3446;70114;16419;2482;14337;36877
5201603;2021;73496;3826;69670;24834;6279;18260;20298
3116308;2021;73306;3058;70248;9277;4928;23686;32357
2922805;2021;73287;4396;68890;6579;4137;19693;38481
4306924;2021;73213;3039;70174;38447;1812;14091;15825
2101806;2021;73162;1768;71394;31274;2949;12272;24899
2507606;2021;73121;3041;70079;4307;3109;18699;43965
4312005;2021;72887;3374;69513;33820;4087;13185;18421
2206506;2021;72882;3326;69556;12826;3208;15864;37657
4215604;2021;72823;3377;69446;27208;7335;15549;19355
5204607;2021;72737;3461;69276;25999;3867;16343;23067
2505402;2021;72715;3567;69148;5256;3419;19364;41109
3161403;2021;72567;4863;67704;14935;3890;22840;26039
2111789;2021;72464;2019;70445;7780;1880;13383;47402
4108551;2021;72437;2590;69847;33704;2426;14147;19570
3136553;2021;72338;4896;67443;10209;8211;20290;28733
3136405;2021;72335;5160;67175;14783;5295;17586;29511
1505601;2021;72327;2261;70066;19300;2304;11434;37029
2201705;2021;72158;8586;63572;6676;9482;17327;30087
5218391;2021;72086;4299;67787;24103;4713;18647;20324
2514206;2021;71954;3342;68612;8924;3856;15939;39893
4310751;2021;71910;1734;70176;41548;2311;9838;16479
2413508;2021;71899;2792;69107;7661;2343;15201;43902
2209401;2021;71849;7795;64053;6244;10773;15573;31463
2503902;2021;71642;4155;67487;6733;3483;20900;36371
2100402;2021;71526;2609;68916;21461;1829;12873;32753
2918555;2021;71486;2129;69356;18852;2130;15118;33256
5210307;2021;71461;3731;67730;27459;3476;16367;20428
3114709;2021;71387;2275;69112;27209;3841;16316;21746
3133907;2021;71363;3348;68015;11330;6044;20421;30220
2607406;2021;71286;2326;68960;8434;2303;15873;42351
3150570;2021;71219;2465;68754;10491;2328;18901;37034
2515807;2021;71218;3163;68055;6032;9796;14011;38217
2927804;2021;71181;2737;68445;16562;3627;16477;31779
1712454;2021;71180;4324;66856;26177;1327;12742;26608
4309571;2021;71142;2241;68901;31312;1842;12318;23429
2104628;2021;71094;3078;68016;16163;2456;16661;32736
2102150;2021;71082;2954;68128;14415;1825;14913;36976
5214804;2021;71030;2872;68158;15851;24638;12539;15130
3110400;2021;70874;1898;68976;33932;2598;14292;18154
2910909;2021;70867;2298;68569;19360;4915;15792;28502
3145851;2021;70864;3613;67250;9565;7925;21198;28562
2406205;2021;70839;3554;67285;2180;2514;19367;43223
2909000;2021;70770;3329;67441;6469;5269;19946;35757
3160454;2021;70750;2242;68508;6216;3797;18224;40271
3169059;2021;70719;3030;67690;23532;2743;18263;23152
2102408;2021;70673;2096;68577;8164;2094;12656;45663
3157302;2021;70594;5191;65403;10689;2720;27813;24181
2202752;2021;70559;5520;65039;4905;3113;23145;33876
3527504;2021;70465;2685;67781;26831;2954;19569;18427
4304853;2021;70447;1742;68705;41661;4651;8908;13486
5205521;2021;70439;5041;65398;13671;4149;20835;26742
3145372;2021;70417;7740;62677;2932;11903;17523;30318
3530003;2021;70362;2555;67807;16878;5057;24737;21136
2301505;2021;70224;3079;67145;14423;1828;17066;33827
2100550;2021;70213;3956;66257;13420;2680;17853;32305
4311734;2021;70213;2180;68033;28644;4263;11759;23367
2900108;2021;70195;3242;66953;5645;2522;22006;36781
2201919;2021;70166;2840;67326;18270;2757;11806;34493
5221452;2021;70124;3298;66826;26997;1370;14928;23531
4215059;2021;70061;1921;68140;32641;2976;14333;18189
2508505;2021;70043;2566;67478;6732;2712;15208;42826
2504157;2021;70018;2742;67276;5410;2723;15038;44105
1711100;2021;69980;3000;66980;37274;1269;6744;21693
2903953;2021;69959;2587;67373;6786;3060;17067;40460
5210158;2021;69939;3388;66552;30261;3460;13544;19287
3513850;2021;69827;7038;62788;9390;21194;18684;13521
3508900;2021;69806;2071;67736;19485;3833;20301;24116
2202026;2021;69690;2092;67597;10742;2745;11010;43100
3122504;2021;69648;4072;65576;2305;3763;30924;28584
2705903;2021;69586;849;68737;23158;1415;10630;33534
2801900;2021;69489;4537;64952;24406;2709;12042;25796
1713957;2021;69465;1398;68067;28175;1324;6555;32013
5204250;2021;69455;297230;-227775;95420;-477326;95646;58485
2313708;2021;69441;2165;67276;15164;2032;14875;35204
2201960;2021;69324;2805;66519;6020;4959;13467;42073
3122470;2021;69302;4021;65281;24979;2112;17893;20298
2205359;2021;69289;1611;67677;9399;32767;5575;19935
5107404;2021;69288;3754;65534;15919;2123;13089;34403
3114907;2021;69241;1301;67940;37940;1752;11969;16280
1703883;2021;69222;1897;67326;30368;1516;8688;26754
2502706;2021;69205;1541;67664;20521;2912;11470;32761
3155900;2021;69182;3275;65907;6727;3620;27220;28340
3547106;2021;69068;3222;65846;19337;3218;24691;18600
2205151;2021;69064;3191;65873;15363;3589;12885;34036
3127503;2021;68973;3365;65609;7614;3557;21523;32915
4311239;2021;68915;2385;66530;32861;2739;9193;21737
2928307;2021;68861;2868;65993;6761;3840;17380;38012
3165503;2021;68802;3492;65310;6754;3351;22617;32589
2918605;2021;68737;3700;65037;12272;3679;19888;29197
3115201;2021;68733;2209;66524;26902;2323;15075;22224
2911659;2021;68686;2873;65812;14366;4356;16959;30131
1718550;2021;68536;1350;67186;19681;1685;7723;38098
5212907;2021;68532;6150;62382;16217;2500;24591;19074
5219506;2021;68304;3958;64346;28116;3894;16322;16014
2209971;2021;68235;2528;65707;3570;2328;14353;45456
3547403;2021;68135;2760;65375;20832;1878;25364;17301
3170651;2021;68130;2015;66115;18491;4548;14056;29019
3117009;2021;68129;2725;65404;6389;2188;20112;36714
2202778;2021;68111;3196;64915;7579;2900;14827;39609
2210201;2021;68075;3369;64705;13042;3500;14107;34056
5202809;2021;68050;3018;65032;25738;5631;14153;19510
4304614;2021;67987;2064;65923;39535;1619;9596;15173
3160009;2021;67920;2081;65839;20032;2612;20056;23139
1705607;2021;67829;4341;63488;15023;1523;13974;32968
3122603;2021;67823;2997;64825;8538;9527;21272;25488
3146206;2021;67814;2128;65686;12765;2760;18808;31353
2906402;2021;67793;1833;65960;12422;3296;15241;35002
3156452;2021;67739;4244;63494;8742;3184;22396;29172
3153103;2021;67716;2426;65290;16730;2960;17970;27630
2515906;2021;67690;1638;66052;19576;2163;9828;34484
2101970;2021;67554;5021;62533;6232;1877;21193;33230
2301802;2021;67541;1935;65606;14267;2166;14465;34708
2919900;2021;67535;3088;64447;5810;2638;17816;38183
2203354;2021;67492;3822;63670;7114;2516;14298;39742
2406007;2021;67415;3486;63929;5960;2134;17592;38242
3163409;2021;67388;2298;65090;13246;2492;19803;29549
3167707;2021;67373;2342;65031;10686;2433;21559;30352
3148400;2021;67350;3453;63897;16198;5629;17203;24868
3132602;2021;67336;3014;64322;16731;3339;18324;25928
4208955;2021;67316;3139;64176;25434;7981;15327;15434
2513604;2021;67142;2525;64618;8529;3434;13609;39046
2503555;2021;67103;2043;65060;4920;2451;13874;43816
3538303;2021;67093;3079;64015;16622;3845;20308;23239
2929354;2021;67085;5351;61734;8475;2979;21658;28622
3104452;2021;67084;1605;65479;22170;1201;13599;28508
2611533;2021;67064;2617;64447;8922;1804;16748;36973
2206704;2021;67046;3854;63192;5335;3095;15634;39128
3123304;2021;66847;2814;64033;19968;2186;18589;23290
3542305;2021;66825;3021;63804;14008;3298;24435;22063
3164431;2021;66816;1854;64962;9521;18538;15453;21450
2922201;2021;66810;3191;63619;7835;4221;18112;33450
2200608;2021;66748;4627;62121;6252;3423;21197;31248
2505204;2021;66742;2396;64346;5236;3683;14951;40476
2931103;2021;66686;2836;63850;7992;3669;21404;30784
4204756;2021;66618;2752;63867;31377;2750;14784;14956
5214903;2021;66579;2953;63626;30814;5256;10955;16602
1712405;2021;66332;1389;64942;29042;1793;6447;27660
3554607;2021;66301;1858;64444;24317;2844;17936;19347
3138351;2021;66205;3038;63166;11521;2768;19287;29590
1717800;2021;66158;3250;62908;16379;2742;9907;33880
2510006;2021;65965;2433;63532;7746;2997;14351;38437
3168309;2021;65923;3699;62224;7555;7524;21952;25193
4204152;2021;65897;3722;62175;18778;3399;17365;22633
3167905;2021;65731;5007;60724;8928;7442;23243;21111
2503605;2021;65661;2589;63072;5685;2821;15648;38918
2513158;2021;65649;2126;63524;7980;2550;13875;39119
3136959;2021;65633;2030;63603;11593;2834;16415;32760
4311643;2021;65579;1737;63842;38086;3032;8218;14505
4217956;2021;65548;3291;62256;24486;7995;14310;15466
4306551;2021;65533;6642;58891;9320;4159;24986;20426
2400901;2021;65526;3069;62457;3497;2870;15339;40752
3138682;2021;65474;2704;62770;6593;1824;19445;34907
2200251;2021;65442;2315;63127;12194;2632;11886;36415
3504701;2021;65400;2010;63390;16589;4811;13341;28648
4107520;2021;65246;2744;62501;31790;4324;11501;14886
1718402;2021;65165;3593;61573;18096;2447;11578;29451
4215687;2021;65114;3050;62064;24151;7354;13075;17484
2919108;2021;65028;2027;63001;6625;3553;14372;38450
3123858;2021;64926;3208;61719;5265;3000;23347;30107
3145802;2021;64915;1995;62921;27543;3812;12306;19260
3100401;2021;64907;3478;61429;3564;12309;22209;23347
3102407;2021;64855;6491;58364;11277;1739;15052;30296
2512200;2021;64688;2005;62682;16497;5392;13066;27727
2207777;2021;64629;2845;61784;14714;3167;11210;32693
1704105;2021;64557;1713;62844;30023;1230;6878;24714
3107000;2021;64479;3242;61237;23744;1890;17241;18362
1712009;2021;64405;3700;60705;4020;5146;14247;37291
2405504;2021;64392;2856;61536;5032;27698;6118;22688
3125309;2021;64378;2338;62040;24146;5253;13604;19037
2106672;2021;64355;1605;62751;17651;1677;10178;33244
5209457;2021;64343;4302;60040;22792;1619;21515;14115
2502904;2021;64311;2549;61763;3312;3395;16854;38202
2801603;2021;64293;2641;61652;3607;3497;17625;36923
4205357;2021;64273;4402;59871;18857;8933;16369;15712
2201051;2021;64266;2265;62001;8898;2049;10635;40419
4321832;2021;64218;2376;61843;25510;3100;11674;21559
3171154;2021;64216;1800;62416;20750;1584;13934;26149
3146750;2021;63874;2189;61685;8498;3472;19712;30003
5221304;2021;63861;3484;60377;11576;3017;23565;22219
3507159;2021;63857;3613;60243;5369;12078;19548;23249
5200209;2021;63847;3040;60806;25090;2354;14056;19306
2210052;2021;63753;2938;60815;17417;2457;12331;28610
5200506;2021;63728;3757;59971;25349;2283;16602;15737
3121902;2021;63715;3757;59959;8388;7126;21332;23113
2411809;2021;63598;3584;60014;13130;8497;11787;26600
2205300;2021;63528;3245;60283;17608;2831;13266;26578
3117836;2021;63480;1591;61889;5854;1522;15132;39381
3521200;2021;63459;2113;61347;7279;2987;22229;28851
3546256;2021;63457;1889;61567;22280;3183;17160;18944
3549607;2021;63347;2308;61039;9641;2432;22350;26617
3120102;2021;63270;5114;58157;7369;1955;23602;25231
3105509;2021;63115;1952;61163;12415;3569;17488;27691
2413607;2021;63100;6222;56878;8293;4556;22768;21260
2910776;2021;63085;2806;60279;17005;1890;15589;25796
2900900;2021;62876;1650;61226;18644;2957;13082;26543
2312809;2021;62766;2242;60524;7651;1876;16709;34287
4214102;2021;62737;2175;60563;24918;3697;14870;17076
3150208;2021;62735;3368;59367;11912;2141;19942;25373
3171907;2021;62674;1949;60725;12538;1958;16516;29712
4210704;2021;62584;1939;60646;26709;2730;12888;18318
2501203;2021;62578;2700;59878;2767;1680;15198;40232
2201739;2021;62561;4112;58450;3945;1943;14491;38070
3149507;2021;62540;4103;58438;4283;14613;17054;22487
2201770;2021;62507;2433;60074;10227;2000;10971;36876
2209302;2021;62480;2799;59681;15112;3138;11434;29997
